"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011"
11933,5487,6103,8590,9085,7186,10128,3723,4016,11815,7528,8692
11934,703,9954,2054,10920,14348,6299,13180,2092,17065,18980,16963
11935,8641,9958,6393,6643,8796,16203,15502,7070,15697,2555,19357
11936,10472,5877,9590,4325,6062,6041,14462,16035,18553,621,6721
11937,5028,11722,261,314,12237,19719,7167,14922,8158,3534,3763
11938,18371,2387,5239,12918,959,4018,11730,7107,18182,10585,11125
11939,17945,5876,14033,6647,8864,6478,16460,18155,8839,5875,16263
11940,17712,16308,19654,11991,5500,4787,9463,7622,14287,19785,14221
11941,2669,16346,407,442,15606,1549,14857,12221,6861,15475,621
11942,19598,14169,6596,2152,6089,15634,15886,8837,1661,14979,15300
11943,9728,6975,15731,6444,9257,3942,1670,889,4411,13411,7214
11944,12154,9346,6754,18502,13972,9273,117,15474,19956,8669,8954
11945,14891,19571,1993,5595,13051,11604,6800,13558,8332,11230,18627
11946,16318,17272,2277,10519,18103,6389,14456,10433,2759,8602,19193
11947,11443,5616,17441,14364,2707,11256,4447,14818,16311,10059,17796
11948,2030,8713,18006,2084,16324,18840,9789,10738,8208,10405,17454
11949,7038,16492,17686,9536,6407,16868,2877,10941,1367,16917,2508
11950,18945,7223,16081,14017,17329,3305,10842,14770,2129,9358,13235
11951,10440,17184,16014,18111,3117,8368,9102,9696,19930,8178,18141
11952,14924,4101,14017,11152,12529,12514,7709,19454,17760,11934,8177
11953,12489,2550,941,17962,5772,15922,8865,10798,3023,6948,13803
11954,17596,2153,8123,17538,3379,3994,19826,8516,4979,18611,9506
11955,7302,2847,8186,8993,17796,1061,16962,799,16631,3836,15319
11956,8557,18836,7773,4636,4713,17746,15857,10016,18402,17666,10231
11957,15965,4789,19949,1411,14848,11897,17948,11952,15616,18349,7999
11958,14217,5450,8928,8291,19837,12193,9819,19305,8797,7238,12967
11959,2559,1602,11870,17673,18221,1473,15383,11058,19823,1673,16088
11960,6721,2164,15870,11436,12389,5739,18682,14575,17693,9556,19438
11961,15225,6432,1919,4635,11647,8865,2371,15673,8132,17493,5119
11962,6051,3571,1040,13130,6129,17221,18817,5928,14244,14664,1365
11963,11326,14699,10194,13910,1142,7981,17956,6042,13355,11128,17083
11964,7809,4117,19257,11675,19615,8920,13515,14499,10252,4321,13464
11965,8455,9562,18392,15683,13441,6268,15797,17114,6701,13981,14089
11966,8117,19253,17797,9280,8475,272,9482,3396,8130,19220,1062
11967,19891,15692,7494,16250,13070,9615,18219,19818,15236,10934,19888
11968,13605,13106,16201,18439,17368,3220,8381,3129,8056,3835,4061
11969,19294,2058,3007,16429,14977,165,16651,14895,1788,10538,12060
11970,6376,14229,12167,9162,16146,17456,9566,14029,6725,13954,18759
11971,11077,17460,2274,8637,13374,5848,10951,4771,4918,3241,7071
11972,16430,7619,1741,13282,3963,8009,10932,3219,14093,11129,18226
11973,7382,7410,14017,3608,16194,15857,16951,17509,17462,12076,11191
11974,10516,2836,3811,4725,1570,2295,14156,1572,9281,5579,12184
11975,9466,17760,18734,11227,17356,19742,12304,17291,7377,3605,13413
11976,17845,7036,9481,1046,8241,19665,5223,14774,6588,9769,13665
11977,6525,6298,8303,402,18174,8488,4030,17827,1673,18659,3149
11978,9713,16348,16607,18540,15390,3264,18282,11094,1511,16369,11137
11979,4093,11090,11311,7987,8471,16918,19097,10468,17074,11701,12268
11980,7157,8488,2007,12956,4953,3351,14861,5375,1613,2244,5538
11981,16967,18308,11180,1242,764,18614,17429,12925,10320,5199,18184
11982,16915,10899,3988,16691,19761,19960,18198,1766,9627,16072,9096
11983,3268,19850,15494,2830,4922,10881,13389,16550,19907,14511,6234
11984,994,4217,10548,13026,4255,12916,11356,4320,10682,12768,1344
11985,15474,8239,19430,10269,8713,18869,3637,5202,1623,6775,203
11986,19975,10851,16509,10237,9638,12774,4854,12992,3874,10983,10163
11987,18275,1636,16600,8031,12906,13138,16375,2924,8740,11668,12695
11988,8158,8497,5365,16862,12908,18754,8802,19577,15833,16009,9737
11989,19345,15463,18806,16356,16554,4356,4221,5097,17115,16469,13898
11990,19253,5145,4739,1545,17947,13680,10812,13350,4576,5898,17888
11991,19089,13421,19759,10738,13620,12839,5522,10689,16554,16715,17861
11992,503,18054,6444,7990,5850,7385,10854,11835,18368,10528,19092
11993,1302,6811,13572,10914,9729,3508,7536,13581,19879,8335,10772
11994,5264,15332,16409,8129,16556,18452,10128,3330,12842,1405,1175
11995,5779,14101,2389,17458,12412,813,12843,19952,3697,5619,13398
11996,14800,14058,16333,14345,13895,9163,6490,16853,18739,19635,2221
11997,4787,554,11848,2162,1014,5711,7397,14920,15682,4465,19234
11998,12169,5237,5688,11964,7001,13273,17029,15424,14131,11943,6759
11999,577,14618,13582,1622,2580,19826,14303,17938,7009,11685,17335
12000,16380,9192,7633,11440,14018,4305,6104,19213,3932,4293,2696
12001,6535,11747,2577,16931,17399,15117,112,13298,15422,18221,17920
12002,8444,996,8964,12684,12797,4873,7814,660,15608,2681,18968
12003,18014,14631,2360,11066,14423,19913,3354,7323,2946,5263,1027
12004,15470,18798,4877,12700,16006,8885,13470,5960,15790,12518,4640
12005,8776,4333,6992,5421,13575,8899,13182,17709,13688,7750,13097
12006,9628,17214,6395,8493,12459,17414,4217,10276,4287,10199,18565
12007,8680,3905,15248,16218,6525,5394,7262,19881,8218,10433,17056
12008,3546,19985,232,12333,8594,6285,11230,5334,10164,8083,13323
12009,19185,11507,3420,16597,5061,10826,2798,5500,7499,9057,19064
12010,16758,3227,8229,7877,11652,8548,7018,18853,13543,13780,5008
12011,15970,15772,2037,15058,19845,7499,1223,16998,2110,4967,10622
12012,5463,19660,14544,1089,4619,12886,4209,17815,11276,15830,18170
12013,7127,5380,3480,7337,2462,7087,6102,3467,4743,2092,7714
12014,7165,2903,8451,2060,6734,14893,442,6131,7589,11856,5036
12015,9614,16103,3707,3706,9138,1045,7121,13029,18201,13707,19153
12016,17833,16307,506,17945,234,7955,15727,19945,331,16734,2012
12017,9826,10287,7329,5814,12256,2577,2876,12438,3723,9318,13726
12018,10370,13492,19438,10720,4876,223,7507,4876,19968,17558,12489
12019,1426,18216,19906,18946,12820,16767,15783,2160,18478,12280,941
12020,18372,6346,18033,14464,4521,10012,17084,15880,7474,14183,7062
12021,14950,4797,18411,108,8813,12851,16419,17224,2371,1891,11165
12022,5389,12826,8717,8366,3414,6828,7225,9104,18611,14918,10544
12023,6581,519,13134,13531,6613,12332,1090,12768,6874,18030,10086
12024,5309,16640,9862,12963,11343,4293,15183,17600,4838,10680,2497
12025,1378,11820,9301,8106,19410,10440,8430,11523,6306,17870,18460
12026,3318,13690,7944,2918,12485,3549,17786,7879,13728,6952,4760
12027,4477,9886,15383,9724,3138,4730,5998,1826,15490,10090,8944
12028,9737,18309,7001,15059,15922,18360,6762,1078,5613,263,3861
12029,10799,14565,17226,3400,13528,6344,6662,12423,14386,19641,8037
12030,7458,19423,5731,16480,12344,10577,12327,12949,2317,7720,5374
12031,4284,11475,1446,5496,1818,16752,11969,16632,5692,14954,12215
12032,925,13091,8051,10414,12255,9636,8482,8387,3021,12424,13840
12033,19994,3392,17060,17305,4480,18094,8997,7542,15001,18301,18363
12034,14476,2720,13027,18821,7229,17941,471,5405,12300,17588,15632
12035,2934,8219,13393,7236,4673,11589,6689,16164,6049,1641,7128
12036,5905,1780,3493,9758,12717,7378,5916,12297,12181,19764,15884
12037,18502,4177,2052,14801,710,7784,16650,3966,12739,6571,199
12038,2050,9549,300,6371,7607,17390,16098,19727,4976,4598,2819
12039,5848,12779,17307,11666,11494,10713,3361,1252,7931,15565,4584
12040,18897,6638,3960,10180,13112,14029,11229,16362,19977,6893,12805
12041,15782,9018,7788,18961,8361,6888,8473,7404,10750,15115,17415
12042,12508,11299,11921,1940,16004,18127,15867,15705,9892,14982,19507
12043,3317,15051,19726,19937,13753,8583,4104,13350,16384,5976,8552
12044,10574,1156,12445,19509,1156,257,12108,13211,12686,16631,6251
12045,4173,10682,8932,19418,2126,12676,11476,18877,2353,591,14272
12046,7124,4340,610,19692,12602,8513,2524,8106,18704,6942,5615
12047,14263,13687,5899,3495,3650,7785,16936,6781,17301,14715,9972
12048,18833,15041,10078,19799,9946,7320,6936,16698,7764,19121,5210
12049,16472,11422,19823,9575,16169,2875,9585,1468,7696,7704,10571
12050,2213,9387,2695,9361,17538,15338,14958,14189,10876,1514,14495
12051,19297,893,6524,14178,2385,6966,18873,1740,12150,2330,7953
12052,1836,11117,9267,14870,567,13183,13915,16118,4362,1549,13482
12053,7711,3143,16217,7723,16203,19992,9649,7503,2252,5869,8767
12054,13119,2746,11101,15521,15987,6818,11590,11795,11157,7693,18056
12055,15146,7574,3670,18253,2702,4585,15669,615,15992,8298,1333
12056,3411,14168,4655,10026,8621,19685,9889,5499,10734,496,10920
12057,17532,5491,11692,1259,8342,19156,1221,11327,1441,9490,10654
12058,6869,16604,6214,13819,18765,15921,10582,12519,9900,11570,7835
12059,18537,3123,16404,6050,12373,18802,10645,13914,4942,11302,19735
12060,1816,10624,5420,5963,16242,9352,4747,2897,13041,13401,16953
12061,9517,12179,13029,19053,16969,2618,13056,13823,2753,15826,19471
12062,18256,4043,5587,9121,5862,509,8585,18640,3405,5187,9240
12063,19520,3855,15683,4984,9864,17263,14455,12308,3176,10408,6406
12064,14650,14829,5853,629,1664,18037,19032,14140,4571,19498,11109
12065,14061,15290,11917,8590,18652,13688,4250,5111,2077,15159,7658
12066,4802,14400,8563,1189,2199,3584,8760,14388,7715,639,4349
12067,14728,15943,10912,14138,16426,530,12192,363,17151,3645,2299
12068,12932,10250,620,4690,3757,14109,7121,8009,8689,13732,9178
12069,19508,7848,8755,19359,3558,3158,5319,13485,7057,6875,382
12070,622,4684,16473,4417,16920,5504,5123,5619,14513,15686,5136
12071,7947,12173,6089,11115,17258,18569,16596,9585,3219,3383,18390
12072,7155,17731,16951,9357,16703,11040,1583,9042,1749,7954,9336
12073,10045,649,5096,11968,18623,5181,16035,5810,10058,11797,16333
12074,17334,4601,12439,12543,19348,19416,13744,14411,9542,15302,18587
12075,16103,13301,11446,13506,9533,9071,10677,9647,10373,4614,2500
12076,16866,4229,16841,17395,5417,17170,2332,2975,15131,13414,16253
12077,7591,19850,9139,8634,2210,8981,9343,18579,8335,16664,19476
12078,16224,17401,554,12836,15776,10781,13260,17810,8143,2500,10466
12079,13986,16120,15021,4999,8960,6174,11682,18172,2980,12750,6110
12080,2151,9191,9358,5483,3232,18911,4822,7390,3506,6421,9044
12081,1624,9029,17666,15104,11263,14279,19916,16430,15785,1888,15861
12082,4217,7238,217,8317,5032,18967,6623,13398,19941,19319,15958
12083,11272,13138,11088,3392,19743,7720,17636,13735,16916,9674,11468
12084,19461,19763,14030,14906,1411,12358,16872,6455,5402,15635,12182
12085,3052,19485,238,7174,10938,8041,6406,11707,1208,19079,10334
12086,11331,16853,19841,16179,19246,7482,9971,9951,10941,513,13388
12087,18338,12377,7819,11091,11706,17580,11520,7170,15889,2312,5635
12088,16197,12392,7021,9564,3096,1644,3443,17831,16344,1244,19527
12089,7152,13501,19154,11826,15418,13219,18723,16164,6710,7737,11861
12090,2535,14314,13822,17143,10985,9203,14338,17016,11735,2790,3980
12091,4970,11775,5230,16103,13214,8265,5466,18016,5123,16437,2198
12092,13443,16978,13706,5864,12099,15850,15322,5493,10766,17672,9436
12093,3884,8339,189,11945,6924,4512,14121,5178,6626,16109,4446
12094,8486,1970,12603,13323,7891,3731,17342,10703,8252,18684,9578
12095,6243,4596,7122,9638,306,19674,2030,7698,19808,6116,1378
12096,584,18773,11373,3682,10840,7914,4227,10686,1297,16909,4567
12097,8485,16018,19346,17411,12906,13533,12518,7799,11403,17782,3945
12098,6787,5188,19081,802,4384,17287,3067,2675,19704,17058,9111
12099,8949,18032,729,7068,15107,18531,12381,6526,14078,9818,6086
12100,17150,7052,3078,145,8001,2749,7457,6149,4265,17571,1871
12101,19875,17065,5027,14237,14385,462,2219,14801,14041,7755,9898
12102,4673,11599,13248,2970,11994,278,13778,9400,456,17358,14667
12103,12020,13781,2110,11207,14363,19937,7106,19512,4156,2875,10377
12104,11562,5121,6781,19287,4786,6174,3925,19940,749,14976,2638
12105,4132,8438,18725,16239,10647,8299,18801,6367,12014,11781,7559
12106,13389,10445,13800,460,11849,14109,18082,2911,11198,14259,11490
12107,576,5706,7842,14411,12255,606,8036,17112,3557,17219,17583
12108,16213,10508,6584,15400,5770,11319,3881,7791,3997,19843,2070
12109,3605,11061,1550,19343,14466,15002,19742,14204,6827,4856,15624
12110,16301,10224,10942,6351,7297,9636,7165,5821,7304,18168,14857
12111,2893,17081,7449,17939,19590,7669,15727,12105,2234,7207,10681
12112,17530,13976,9234,802,14145,3645,18376,12575,12112,16129,12557
12113,7776,16753,12408,13886,12324,12900,5363,10624,868,8533,12666
12114,5909,191,16404,757,1294,6315,13949,9168,15131,17470,14284
12115,13222,3384,13084,17907,15678,4741,1666,10995,9500,2974,17663
12116,14575,5476,13910,16470,17706,2802,14745,12806,9213,9399,17302
12117,14724,810,2968,16885,4744,10063,5110,18041,5810,4326,2532
12118,18066,12369,5174,18662,19532,17506,5885,19476,15345,2542,14180
12119,19333,7975,16907,13496,1368,9829,16270,16535,582,13095,9419
12120,3333,363,6881,18190,11053,15395,1840,19171,12841,9208,15549
12121,3079,7438,11399,3539,4698,2433,2962,3197,529,1936,11190
12122,4011,18354,12634,1885,12014,7263,5045,9751,10203,10741,10732
12123,2963,9565,18024,9323,3235,5435,17526,6055,3207,6788,4650
12124,15331,7378,14098,7800,7794,11937,10330,1411,15803,4815,19556
12125,6599,16718,10449,2037,9412,8135,18601,14439,11104,3633,8959
12126,8039,17154,15181,14530,7589,12944,11525,12266,1337,828,5844
12127,5759,11415,4102,16147,12699,9441,18184,10265,4873,12521,11400
12128,7840,10678,4127,9925,2682,14405,606,1100,8172,16607,19549
12129,2850,8758,13381,13604,10613,16454,19820,2761,2771,5560,13833
12130,9849,12212,11673,5696,14948,5421,13818,19292,18499,13605,2692
12131,8828,8318,3915,18638,833,14993,11311,15477,13399,19901,5607
12132,17833,5777,12466,13609,11985,6576,8359,1658,18401,19744,17113
12133,11888,12867,4831,4650,16607,13674,7764,740,16258,17356,18857
12134,12852,6152,11573,2072,7856,18218,17925,16788,4394,4859,18290
12135,11531,3174,17836,19563,13142,8063,17642,8274,9249,11129,6409
12136,6435,6690,6285,16002,2393,6113,9602,19530,1233,7820,1966
12137,18476,15332,2453,9965,14832,13662,2632,17123,10041,13990,329
12138,3715,7648,16845,14551,8229,7270,19258,15375,8720,14669,9696
12139,804,10333,6620,4839,8380,10670,19475,14545,14974,6035,19843
12140,2398,18951,9813,7461,16285,19223,6468,11924,7578,17001,6474
12141,7357,10223,6778,18427,8146,7748,5296,4034,13251,17000,1163
12142,15710,5567,16875,10566,17733,17050,19984,14350,7091,10332,5113
12143,5939,2610,8051,19270,17944,12419,18714,6388,12178,6347,16738
12144,1936,131,13499,3757,9808,13624,11639,6945,19126,7047,3979
12145,17760,3354,2294,19734,6940,13558,11831,12561,1440,5297,4748
12146,671,3890,17829,14621,2295,18903,18790,17073,5336,12191,8253
12147,2673,8929,8367,693,16597,1544,3501,9830,8078,13470,8071
12148,13391,9693,3738,6676,11166,11383,17665,10537,18561,8705,19072
12149,18123,2178,8906,17713,3367,13893,10069,7351,3578,5102,14361
12150,3332,14563,16310,12859,12484,11363,4040,9951,5742,10334,19728
12151,123,2195,10922,6059,15331,13345,11820,16074,17381,496,14991
12152,7318,14423,5834,15165,8683,845,607,13310,6044,11628,13890
12153,10384,16992,8638,1820,17502,6025,1135,17481,1473,11517,15139
12154,15512,9490,16246,11914,2585,12150,4828,1081,8491,16584,14128
12155,13327,11906,6929,252,6065,9839,16195,11322,2841,3658,6179
12156,3181,17070,8480,8742,6106,11123,18257,4800,6261,13193,14534
12157,10587,7946,15019,7592,14990,3313,16516,6117,1950,17050,6699
12158,19280,11040,2202,6528,18799,9105,17860,7533,16808,17082,13645
12159,1921,8607,8996,5696,14849,15376,5587,11662,13442,16292,19522
12160,17874,14876,1063,14306,15726,8368,12819,5920,12966,15272,19984
12161,17839,8897,6882,19103,10808,18405,19048,16755,5215,9649,3617
12162,15004,3684,1347,1897,6334,9443,15724,7511,4477,8829,15742
12163,14774,3532,7893,6169,7420,11440,13953,2521,570,1626,8592
12164,18090,10591,2819,12523,6102,8515,19652,16737,13316,18002,7484
12165,1364,7541,251,317,19567,15561,401,10330,10177,14114,17676
12166,10110,13200,19864,19637,5166,13241,8441,18056,16302,16894,17194
12167,14328,876,19606,7010,19795,17303,8418,3908,11571,9892,4146
12168,9839,19713,4659,12229,10317,14264,6308,16654,6986,12248,6300
12169,9429,1472,13994,6231,19796,14392,2840,17428,5110,10452,10959
12170,12234,896,14086,16000,18555,5078,15759,5718,2613,2171,5860
12171,15364,12516,11304,18231,6629,18367,12645,1700,7532,14128,16091
12172,11597,18759,15146,18875,17586,9520,16316,8698,13864,1316,9971
12173,11297,19820,10318,17526,2479,4135,12075,14856,17492,8381,12577
12174,5252,6554,10907,15495,15092,7040,3555,14193,1255,2312,19546
12175,5171,10601,4835,11762,17304,12204,495,1744,8988,3066,16393
12176,15934,1904,11635,859,17766,9318,3428,5908,6955,650,8288
12177,9292,4185,8853,13325,2955,784,2746,3097,7631,17716,19994
12178,11095,4494,5115,17173,8626,18659,7084,9152,11898,3348,17310
12179,18740,18190,1482,13045,12338,10368,3161,5829,8217,18865,7821
12180,15779,16978,6658,9672,5910,15494,6834,16756,19251,4095,14649
12181,6959,10970,5238,12844,14061,6932,8371,10284,13924,13305,603
12182,6766,1029,14593,16031,15540,2274,9042,5065,6948,14272,782
12183,11542,10278,17574,11984,8804,7407,17636,6597,6910,11836,11660
12184,17336,17643,9153,15486,1380,11127,2139,13712,10210,13944,4596
12185,12182,10479,610,11287,2052,11139,6985,1448,2752,2379,18449
12186,14980,12318,2766,8412,18457,19998,159,14677,14579,6084,13167
12187,12556,13205,4533,7897,8555,16062,2001,11376,18600,15749,12443
12188,9424,16903,1589,2242,8811,18454,9788,15286,18724,16641,17502
12189,14048,5094,11136,15149,4134,5000,16369,8489,10755,2016,882
12190,5693,16251,1363,1843,6481,14744,9815,9520,8974,2897,2351
12191,4053,16835,14678,19266,15671,8089,1572,18204,4565,17926,10887
12192,17038,1150,12724,8384,5215,3450,15468,2962,6797,2203,8264
12193,5293,1114,13542,6323,2302,9231,13732,7717,6262,10292,18029
12194,12200,18532,9920,7181,14962,18715,18585,2632,2455,18778,19364
12195,13007,3735,12974,17353,5955,5733,15472,17705,7852,13267,718
12196,6420,14831,3756,14830,1554,6384,1133,10641,13062,6221,2088
12197,13901,3964,10491,628,6583,14393,3619,8139,11640,6643,2307
12198,7054,8743,17422,18775,10916,8690,15655,16308,14271,10327,17048
12199,11825,19900,17283,11189,14563,3892,11545,8745,8668,784,18277
12200,18292,18291,8804,18360,14782,17950,8237,3411,4042,18149,17303
12201,915,7481,9165,7882,3498,6585,8700,10752,5968,8834,15949
12202,3676,18363,11340,8897,14337,16158,19067,10091,4039,12831,598
12203,8377,4874,19700,7726,11604,12050,6696,5036,1727,11741,12969
12204,9083,2514,14138,18565,2672,17189,9201,642,12076,13211,13788
12205,16156,6026,13248,14679,890,3693,14249,14008,6693,8514,2241
12206,14896,6957,8894,8439,9801,3607,12123,10212,506,15964,5824
12207,8786,17079,12970,812,12727,708,18473,13551,17895,16867,2481
12208,19111,5355,12152,19723,11609,12200,374,1299,13002,8413,14852
12209,18040,16533,2247,18709,14353,15527,2465,9676,6463,14495,7046
12210,16748,7615,4447,3728,11288,16379,3831,19606,6086,4352,19184
12211,6638,4103,4163,8959,6380,12574,3992,485,5088,18107,18591
12212,15028,6399,12645,17756,10736,19494,17853,6239,9810,290,14721
12213,16773,14865,1807,12736,6049,2204,8097,18756,379,8744,19102
12214,2791,12467,11702,4347,6724,19067,5459,17326,19690,2027,9983
12215,6174,13004,2038,16184,9158,14851,8401,19146,1248,8552,5939
12216,152,8306,13586,2996,410,6988,18802,14836,13256,10006,15996
12217,1131,1836,15046,4402,8238,12735,9524,12096,2724,3040,1376
12218,789,1231,19502,13043,11696,10406,17404,16100,18344,1115,6774
12219,3610,7872,17691,10296,8037,19064,15713,11948,12068,2680,19117
12220,6844,979,19107,6172,4084,10911,1631,14262,19137,19582,17906
12221,14568,13107,2904,6999,11578,12746,7565,10938,1295,8099,5007
12222,11529,6576,14632,18527,2034,18231,10003,13304,5884,1388,14051
12223,18851,17434,12228,3220,18648,13853,17835,15014,18870,11701,12746
12224,3020,13772,8443,3051,17474,19970,11657,332,2222,7150,16829
12225,9721,10653,18650,16404,4093,10361,2761,10787,18095,16293,7890
12226,16254,10816,18149,14411,9043,4285,10954,4687,13878,14791,15580
12227,4285,12159,13925,462,10430,15871,14769,4864,8340,5435,6493
12228,3045,19317,8761,11553,4752,3353,12079,14680,5989,3828,13631
12229,4237,17745,7584,3189,17642,7321,502,9545,15538,11596,17225
12230,5587,18776,8575,4777,11400,8975,19244,13352,331,11498,777
12231,5644,17190,10793,17011,10912,11145,5168,11091,870,5248,10861
12232,13743,6489,2518,2230,10021,4849,11572,14041,6835,9536,18011
12233,4901,12297,6441,6628,9021,9118,8549,13342,4520,2130,17615
12234,14128,14697,15959,6948,18846,6664,2609,18648,6802,13647,16253
12235,9170,6460,5124,16734,17111,13049,7078,11628,11563,7327,6415
12236,18684,19801,16732,18784,10711,14557,13188,9044,4916,1875,9447
12237,18398,357,11802,9831,18948,15406,19662,738,3598,4337,15703
12238,227,17264,4450,19106,4839,19270,6678,9638,2343,14213,13550
12239,11818,1270,14656,9942,671,15654,14412,8254,15585,6822,15095
12240,18330,15598,17249,13110,13582,286,5006,9944,17646,17965,8552
12241,12039,9954,2514,13028,2099,5441,2940,13069,18169,7676,17609
12242,5297,11598,8504,15370,1346,4527,6258,5637,11282,3240,18097
12243,606,19170,12231,11861,15661,1666,18333,19818,5498,19714,14522
12244,17926,2733,13198,1926,18785,18978,16501,1038,7501,9268,17667
12245,10389,1365,6165,14366,10380,13360,14541,19525,17623,7966,18708
12246,8845,4399,9437,4389,2666,7058,3805,10691,8140,4230,12037
12247,4595,11361,9675,11918,14784,10882,9358,12866,1051,13542,706
12248,1900,7073,1420,17616,13663,13545,8971,10646,6755,6301,9894
12249,11727,18779,3623,9535,6365,18908,3634,13227,18097,17553,5373
12250,14811,15151,11481,1949,11622,9075,9333,8074,6338,15005,4569
12251,4475,16526,15090,16816,5675,14320,6975,11623,6683,16006,7075
12252,6950,6895,10018,18891,4907,291,12704,13413,10371,9864,15342
12253,6750,16209,2152,2197,13435,9617,1988,8920,14766,19343,7247
12254,4132,6988,9217,6911,6026,11001,2189,12939,3758,8075,8435
12255,3525,687,715,9846,18434,14162,2915,2896,7708,12813,17265
12256,14047,11204,6098,15108,13259,17541,18167,11747,13006,12086,2422
12257,899,8072,16914,10971,10539,12433,7898,13381,18065,7399,3696
12258,15374,15240,7640,3970,4258,6955,4528,16816,17021,15968,5344
12259,16838,2474,9593,12104,2520,9270,19015,12994,4105,6554,11703
12260,1732,16155,9069,4166,6502,12365,17217,4656,4610,6140,8496
12261,11650,3927,4721,19084,3245,11091,2974,10133,15497,6042,9113
12262,3590,15233,6371,17198,19256,13084,3400,4638,18074,12964,2049
12263,8423,9116,15943,13354,4091,11900,4325,11987,13679,2465,10233
12264,4721,17366,13633,16281,13239,16988,7529,13477,18918,7224,12096
12265,14926,12119,708,18041,5160,14126,1438,5231,12938,11144,19122
12266,5021,13207,9040,19942,572,7709,13921,3141,14303,7808,10836
12267,3914,12275,4961,11714,8902,1813,16016,15826,1309,6853,9261
12268,5845,5866,270,1262,709,2904,17737,9728,5436,7180,7731
12269,16351,10644,11754,18398,1449,4417,17389,1822,12415,15778,16972
12270,4370,7180,14024,4608,4229,3236,9499,14944,13522,5627,6894
12271,899,15275,2576,5315,10818,1112,16178,10176,1853,15383,12004
12272,11359,18171,18855,19813,724,6570,19460,8772,10130,4434,944
12273,1888,9946,1425,17962,18635,8798,13451,8101,771,2060,17374
12274,4274,12224,17887,18713,16475,1838,8830,14864,3207,3822,14268
12275,8729,18486,17153,9821,16663,3143,9331,17334,13089,11971,9585
12276,15120,12615,8166,9980,17197,14298,13168,14477,12076,19213,3683
12277,16453,4137,1829,442,16930,5798,13219,1542,13219,12623,2994
12278,11331,3524,12316,18210,18657,11875,263,8172,5083,10562,12805
12279,8685,14519,6497,8854,4736,12920,9903,4078,14239,5698,229
12280,12974,9252,5507,9274,14376,2633,11747,7265,1018,255,15059
12281,8399,6056,14917,10052,6948,19806,8087,6494,14418,6290,14739
12282,10368,3807,15391,2948,4828,15138,17229,5906,9700,11621,7222
12283,14071,9275,7855,3818,17752,14383,7374,19254,15690,4103,19192
12284,12332,13806,17389,15936,5080,3912,4676,1293,4052,847,5378
12285,13676,5993,2898,3377,4265,10282,5088,2352,4301,3475,4679
12286,9290,1475,13673,17261,5859,6257,11093,15171,12081,16069,17887
12287,9373,8236,7447,958,6687,14562,3867,1885,14493,16066,715
12288,18092,13122,16617,1904,816,19978,16132,15435,5867,14685,16143
12289,5440,1065,10466,14230,15027,16341,18327,9401,10909,1735,10847
12290,12418,4994,13453,13665,4735,798,13405,14581,3114,10456,18449
12291,11485,5248,10816,2277,16974,1606,8087,2953,5003,14397,5023
12292,19008,12805,13850,8677,12263,7810,18115,17932,8278,10023,5768
12293,19907,1565,318,16352,10849,677,620,16043,6559,15329,2426
12294,14982,8371,17362,15239,6229,15085,15365,1285,18421,15198,8533
12295,4755,2749,12649,854,6128,1023,6520,4783,9297,19828,12038
12296,11506,5478,19875,16109,18918,1204,14574,4727,18414,15403,454
12297,12384,18759,7022,12837,19408,10280,16001,11097,12913,2077,10582
12298,17266,18197,6550,19112,2506,3950,15241,8565,16656,11082,5518
12299,15554,18512,10481,3014,15633,1237,2684,18654,179,6978,4607
12300,9519,12739,17039,12543,4850,12908,14570,7497,10810,4561,2794
12301,16712,18282,1229,9176,15319,5019,19229,12505,16846,12335,17614
12302,13060,13683,14963,7307,15938,19908,14280,16389,14269,2897,7068
12303,720,8620,6726,8462,2100,14015,5411,17051,15889,2588,19706
12304,18079,5487,5464,4049,4564,1419,425,15327,15383,8803,12987
12305,4587,16539,14248,5612,17354,2843,13871,9386,8672,9662,10121
12306,13583,13605,18989,12162,14326,7197,17689,5025,15882,4831,8570
12307,11043,10267,614,16720,14435,435,15363,9293,14734,18974,19239
12308,6511,17180,4762,8088,11977,5411,4390,15913,8346,14649,15279
12309,4279,4951,11366,1862,7122,10729,6543,12151,1089,14488,12802
12310,15540,1335,7513,2652,4411,18315,7153,9811,3129,513,17938
12311,16055,9909,1905,4115,15777,4191,6882,764,214,3012,2437
12312,13991,14585,18170,15843,4462,18812,5740,4320,10996,6665,9889
12313,12694,4425,8756,6313,4405,2561,11174,13448,18704,13987,7628
12314,10310,13037,16416,17735,4883,7916,7750,10901,12108,17420,15170
12315,16471,14281,15348,17291,10685,13562,3399,9336,11182,13541,2467
12316,18656,5123,1937,1741,5182,15782,16664,2534,15569,8770,1220
12317,11717,3233,2470,12681,11077,169,19269,9578,2347,15028,14865
12318,8029,1240,12484,2984,3289,2631,280,17169,8993,14939,5222
12319,11819,11608,8075,772,18013,3817,8953,18997,2261,6354,15604
12320,2185,8239,19277,7297,14811,6296,3031,13861,2029,13735,11661
12321,19524,16088,18878,13159,2416,13848,12693,11632,15494,11436,1364
12322,6307,17629,7900,8141,19783,10646,4720,17294,9069,10514,17813
12323,19340,1669,5268,6861,5690,4891,15161,11911,14344,6491,19313
12324,12161,8995,13021,11967,13619,18257,13484,15516,8690,3309,2785
