"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011"
19450,294,6694,11502,4787,9296,18890,13462,14649,6880,14750,12398
19451,12643,10991,265,13696,17353,19113,16592,10924,18452,13134,9078
19452,13139,17453,17510,14589,1651,17968,773,11211,8924,16566,16159
19453,6600,10362,16210,10759,7036,1503,12985,14698,17271,14092,6228
19454,15121,11593,14296,10764,2544,16605,9155,3185,1994,19662,10586
19455,7934,6007,7523,13583,14837,10096,16455,4378,1796,3453,4309
19456,9568,607,4065,11529,12507,13461,19757,19200,7342,18104,13040
19457,8127,12368,11439,607,216,3014,4606,6168,8728,7744,12199
19458,4560,10437,6351,14880,9355,9722,12069,13627,12428,16978,4924
19459,16722,157,15704,8768,9414,2317,2896,18210,12545,3887,609
19460,5025,10475,769,16453,9297,11242,19100,5433,12674,13873,2633
19461,244,13486,16012,15513,14185,13970,13000,9584,13752,4301,14785
19462,6200,1507,15634,2501,5103,2896,17921,9423,17831,1197,5949
19463,9096,14770,4135,15467,17961,2045,19639,3263,11780,17494,11223
19464,9145,6888,3518,17718,4220,10948,14715,2392,15455,11140,3787
19465,4590,16311,747,3279,1508,8349,11633,13884,9453,3925,17860
19466,16113,11919,18417,6125,14479,1619,5430,1734,18787,12033,9852
19467,17275,17990,457,1556,2247,12210,18509,13312,15105,8347,664
19468,2712,9257,9536,16600,5225,19449,4756,11792,17152,1127,1716
19469,8678,2643,4454,15347,5604,11712,2372,3417,2723,17348,2785
19470,10399,9214,1545,5196,4798,12899,17512,3786,16068,9308,13615
19471,10164,18763,748,7365,1807,16482,6539,9510,16489,2885,1524
19472,8171,19662,19406,19514,7189,1417,9599,11175,8093,828,6659
19473,12947,14516,13163,3546,13448,15586,18588,16501,6469,1622,18417
19474,1389,605,10799,16088,7428,7938,11072,9068,6975,12436,18666
19475,18525,3231,1834,13496,19684,7401,8014,5400,10510,6072,6418
19476,3050,2227,1883,12264,2729,11947,4465,2414,297,5564,17697
19477,6449,3257,6216,956,723,18728,8189,14385,13370,4353,4109
19478,17751,16819,13432,8682,11763,4678,17169,14448,888,6529,19530
19479,11157,1108,6261,3788,11526,5654,4051,1069,12938,15350,3380
19480,1630,11500,7386,2368,19880,11608,6968,12723,3553,18427,15678
19481,5828,15474,16154,1241,3440,6837,1961,18978,10294,4058,16794
19482,11883,12322,18543,19267,6775,2338,15148,4848,11140,12043,10372
19483,6106,13911,18558,15660,5908,13081,1921,6426,7767,12826,17596
19484,16949,19222,14005,14778,18310,19373,12795,1953,15023,5380,1195
19485,19993,1937,17288,16866,16767,12673,2397,7062,15291,17568,497
19486,1155,15168,1969,10795,7877,8876,11781,7378,9073,12148,13946
19487,5256,6478,6744,5459,8686,216,12510,2433,3946,13327,295
19488,14029,10027,17086,5813,4330,8883,6682,9504,12318,4001,17302
19489,11477,11171,19453,12267,3574,3390,14359,7312,11074,17672,6536
19490,8298,8468,5815,2426,5655,11487,1678,13811,13191,19653,7853
19491,3049,4771,6715,15633,9705,6391,2067,4643,16830,1342,12660
19492,18741,3327,101,8833,12047,16017,12046,13850,9346,13968,12559
19493,3969,14707,9045,12888,10861,19341,7714,18995,18828,1170,19713
19494,5967,15989,4400,16604,17187,14320,5074,6729,3682,4633,16964
19495,16785,6983,11444,8823,4998,15619,8578,12881,14514,14584,4695
19496,15342,9295,5574,6718,13928,16943,13289,16422,19505,805,18158
19497,11069,9129,13001,12219,380,13840,9351,4962,2022,4489,15636
19498,7903,842,4194,11174,10713,3436,6071,3786,6729,12769,11062
19499,19565,11690,17269,18714,6227,14899,3805,16902,13861,9693,2900
19500,13483,12694,19594,19880,14411,16934,12063,11656,19102,1920,19029
19501,14273,14659,9289,16357,19946,12913,5739,18864,16854,3905,14253
19502,5698,10857,15030,19353,16246,8984,6690,18555,18843,3013,2892
19503,10958,941,15248,786,17159,16124,1218,19907,13831,8445,3679
19504,6800,17310,9352,459,9019,1608,923,6200,4274,11658,339
19505,11448,6339,10552,9857,18631,14361,11588,9790,18426,19942,17429
19506,17648,7715,6862,16888,11574,1450,2491,9168,9867,5311,14151
19507,10575,1003,15162,18331,8911,18514,17306,12588,867,3494,8937
19508,11291,9935,13856,8703,9211,4388,5654,15959,10051,2882,18459
19509,2301,17850,641,13337,14766,9113,17218,8517,4920,16257,14766
19510,10008,10503,8108,12888,9437,16044,5105,10338,17290,13672,1083
19511,16892,5334,13351,4826,4677,458,10943,17109,3930,165,2045
19512,8895,12987,12152,17192,15201,7039,581,18193,5636,10595,6232
19513,17738,1775,19853,2145,18875,1555,7126,2927,1910,6319,13868
19514,16700,18660,18743,6623,14711,3765,5062,9885,438,15287,9547
19515,7056,4334,12856,428,15642,8862,4140,797,17703,11595,3805
19516,2198,1884,14817,11056,8743,1414,11779,16515,8917,19821,1864
19517,18235,11742,17224,7919,15953,14007,4430,1689,10435,5179,12355
19518,3210,7634,9514,2348,6990,3905,3180,2044,16101,9502,10510
19519,17365,2233,13493,7065,7451,12922,9324,13989,15898,1377,7240
19520,9370,7834,9986,4628,7318,7207,10448,19345,8883,19244,8551
19521,5993,9981,881,16430,19537,16599,845,5090,9050,13311,9394
19522,19051,17391,2013,5769,9065,8179,4182,5189,3939,14963,1883
19523,19095,4659,4255,11704,5356,1480,14560,14150,16897,10780,9588
19524,19573,18286,16271,16778,9271,8034,12779,7786,4273,8313,10761
19525,18502,4122,5958,698,16182,11054,19693,19523,273,4213,10326
19526,1463,521,8844,8185,7240,5559,18921,11012,4907,12116,15544
19527,19095,17372,1493,18582,3536,9701,2295,9224,5273,828,3211
19528,17586,12569,18773,5242,18044,6866,8726,18113,774,2077,4300
19529,2941,17470,6555,11433,2306,7043,12748,11988,13922,11250,10570
19530,17229,9755,1660,2489,14054,19286,9317,12448,15657,14828,12301
19531,4591,17573,19463,7232,5334,6851,14207,2746,13845,1989,7401
19532,3260,5829,18470,2829,18179,19735,17928,7471,13013,2121,8330
19533,12227,2034,5506,747,19982,15445,9834,9441,3195,14844,14146
19534,10677,15641,18176,9542,5001,6889,11348,6789,8254,2297,6898
19535,6398,15747,18690,18458,8280,7520,4541,4668,14518,9113,2421
19536,322,1937,8371,7437,2052,2105,1695,300,13761,11444,8359
19537,18406,3429,10762,3997,5847,6418,5421,9081,17852,10885,9640
19538,11154,12826,11022,12383,3462,3117,10019,8629,4225,19564,5664
19539,7448,8111,17706,577,6454,1196,4410,19837,6942,2017,8249
19540,12181,2682,14771,18984,13311,17466,19934,2674,750,9214,3517
19541,10497,7507,10012,7620,10764,12823,16667,4400,14233,7531,13872
19542,1484,4723,3226,13552,13968,17659,1018,17663,18748,15224,16987
19543,8067,3023,15009,9902,6845,12923,4372,13450,2610,1612,2697
19544,8396,1235,6312,1398,13769,14695,19680,12202,14505,10471,11622
19545,5412,3717,18425,8135,18729,6491,2042,3579,14510,10916,6841
19546,11139,19015,15272,6520,344,11683,3954,7634,11148,17925,4666
19547,750,10590,4760,8038,6870,9043,14301,10191,18962,10389,14110
19548,4819,6706,12541,18648,15921,2062,8976,7438,10619,16426,14577
19549,3924,10934,16555,10140,9993,8871,11829,4146,3705,645,3404
19550,6685,15858,16098,11873,15703,11143,18022,16231,18638,16773,19928
19551,14256,13837,305,1823,19155,4225,7423,8356,9144,738,17980
19552,9967,19028,11367,15746,12595,13081,15567,403,17602,17584,9404
19553,6514,4282,11653,17999,9760,12790,12987,17323,9464,17464,18585
19554,956,11530,6364,736,12939,17496,3491,3425,1689,15134,18532
19555,12522,16378,7327,9322,4534,7066,18288,12325,4451,3173,12835
19556,15816,1909,1573,15269,7486,14635,14427,654,7633,10982,5230
19557,15737,9411,119,5530,12799,10418,18113,14511,15686,13566,18496
19558,10935,6148,9036,2102,14839,5359,12357,3606,10006,11852,16121
19559,8854,9851,3705,1260,16394,3033,4399,19131,247,14594,16607
19560,8919,10599,15602,19049,8779,966,1158,2806,11317,17890,3242
19561,3040,10082,8229,5094,18151,15142,14620,18981,18672,6713,10196
19562,8102,6259,9501,18178,14706,17576,7726,15479,8900,7430,3950
19563,1222,5846,2248,11214,15581,11919,12432,18511,2055,17212,18993
19564,8066,14443,15944,11658,10291,19480,7922,5161,16500,5303,6469
19565,3121,12790,538,143,7921,11195,5228,491,6521,9474,3587
19566,16054,4101,7447,10742,13512,6050,5406,5033,4554,3551,1916
19567,12492,16123,1878,6568,11827,16933,4451,10005,10141,14159,156
19568,4876,6732,5025,17916,4456,18116,7989,17721,9125,17188,11887
19569,17866,4998,4570,19246,7554,11825,18860,16468,2897,18146,7345
19570,14789,16655,5503,19522,3634,9007,416,11730,9236,4025,9975
19571,12894,7888,13766,5028,3361,9381,10101,5083,15138,16051,17267
19572,14559,16682,19759,3676,18744,13389,7022,10873,6299,13307,18891
19573,2312,15417,5066,9264,8602,10252,3031,3041,13383,14293,15665
19574,14093,2651,4163,17800,13966,7321,9379,476,5610,8721,11850
19575,19111,1361,8979,6275,18030,16110,18202,15727,3893,8776,184
19576,15559,17045,409,8776,10850,13656,13765,16756,11256,19963,11612
19577,4715,17773,5231,16592,5472,14521,4645,15304,1948,15474,18036
19578,2869,11245,9396,6194,16293,2876,19952,2161,16423,7316,13459
19579,550,13214,2556,7478,17275,5273,16231,3877,16513,6954,19830
19580,822,5451,12946,9293,19640,9131,7741,14511,6478,7321,16003
19581,5710,19806,17813,5805,11865,642,18795,12489,8937,8855,4861
19582,11221,12754,334,19695,17829,8682,13849,9671,4751,7787,18473
19583,5548,9317,5827,13284,13209,8765,2206,9848,10010,15415,19149
19584,245,1998,8061,16067,15652,4164,3444,19253,14200,3030,16222
19585,8249,17546,12903,8801,5750,723,16376,14423,6252,2365,10891
19586,9669,19468,3975,1804,8875,13813,114,17766,18099,1047,19136
19587,10253,15179,15728,14966,12362,9969,18200,18826,6988,15178,6564
19588,12449,10818,7846,16839,15776,11721,3460,7620,9119,14627,15235
19589,9999,3932,19833,9671,2185,17207,2106,4585,7118,16205,11879
19590,3925,12787,2129,601,4933,18277,13145,3281,15763,17651,4014
19591,14051,2998,8336,18798,8785,2962,6283,7194,8883,1996,8904
19592,11573,16734,17814,5933,15870,14427,15126,18479,9419,4505,1578
19593,13138,4192,17259,1552,15806,2595,2523,17889,16833,1356,16768
19594,8544,16889,19369,4706,11871,8093,2350,5352,19918,14365,13971
19595,6071,11437,1170,19540,11807,8164,18541,10648,14560,14840,14141
19596,10394,10045,18996,12987,16111,8693,3101,6283,3066,17228,4904
19597,9145,11810,10711,1116,14342,7243,3845,15100,8246,16485,7185
19598,2374,6732,4349,5882,3496,6199,1606,10446,14788,5332,16215
19599,1211,924,17049,987,13956,18351,2397,1899,9867,10496,907
19600,7947,9767,13284,6235,356,19251,5268,14217,13553,9990,5470
19601,16611,2506,4506,999,15653,7126,1718,18712,1765,19105,16254
19602,6681,9463,1060,6090,3301,5601,8186,9946,16621,14951,7067
19603,16205,19563,2737,4465,18866,161,13556,9903,2049,14988,9973
19604,1560,11200,7614,8736,13987,5858,18069,11178,314,13888,19509
19605,313,19803,18571,1032,4686,18174,4097,9176,2687,11848,18155
19606,3246,5095,7515,9494,10641,2697,8369,8461,8145,315,2858
19607,4502,9485,6761,4812,19846,15009,13311,5832,2362,7017,691
19608,3589,15588,11608,5396,9718,11149,4390,2225,18532,3489,3435
19609,8694,2874,13769,14660,5250,7256,5231,2888,10467,17055,10922
19610,4917,13088,3635,13747,1926,13948,2653,17448,6399,8834,13396
19611,16303,19146,16672,15567,7999,16731,4851,1236,18632,12156,4194
19612,5158,6903,13135,7364,9682,8695,19902,15462,18842,3369,8346
19613,18490,1319,15259,11092,15552,7646,6454,5114,16697,19430,10918
19614,13655,11568,17814,3928,7796,7601,1844,2844,3443,7568,6015
19615,15025,9826,9984,18462,15603,16084,17711,17448,19694,6805,18794
19616,4243,4800,12927,8232,18653,8247,622,3965,5330,7860,15288
19617,6011,10709,11027,6968,11116,17732,16314,11170,4390,19007,12276
19618,14662,7180,7132,10497,7785,18446,19981,15525,8497,3363,4918
19619,12075,11704,19700,5389,1976,17404,13244,3570,6941,6753,3030
19620,8415,3757,19034,18441,18675,6937,13204,3956,132,11654,2792
19621,18425,16806,5902,15964,4932,3156,17486,2924,7427,15387,1051
19622,14892,2026,15527,2927,5129,16619,16763,12630,14661,1997,4504
19623,16072,17415,13960,10895,10359,5713,5713,9356,19330,2233,17131
19624,9370,3090,8231,13691,1487,7623,4538,3614,6876,5679,17511
19625,10229,16058,11129,8634,13595,15853,10730,9983,3712,785,17808
19626,7932,3982,14251,7956,16341,4507,15472,4013,4372,5783,4203
19627,7055,4680,9835,1210,14192,3442,13006,19376,11980,7835,19962
19628,11072,5329,4533,18612,18171,17370,6321,15601,16885,15338,17498
19629,7153,15692,5430,16330,17515,19524,19673,4004,1176,5443,15617
19630,13981,19697,2350,17580,1894,1215,3870,9482,709,5964,14657
19631,16065,9709,9817,15984,18282,5435,12957,5957,9344,1687,12449
19632,12676,12099,18884,7618,12219,19981,972,6432,6653,16526,19282
19633,10789,8543,15500,10045,19957,7640,6363,10683,11192,16191,740
19634,19428,11120,14866,11608,8710,5078,17337,16590,2210,19177,12795
19635,17918,10504,17901,2656,438,2466,19378,6774,281,4692,14972
19636,6170,14508,7583,555,15765,6630,9259,12652,1461,12934,2155
19637,7898,13437,3477,9875,2694,19532,1001,8116,10798,7957,3208
19638,13559,8468,16486,11351,19137,378,14287,2569,1250,6059,4484
19639,16913,3279,19312,10105,2492,2830,18034,19942,3832,3579,8558
19640,18122,18351,9502,16085,12573,8762,14857,11721,148,5216,2233
19641,3923,3780,8826,1302,10590,738,4800,2376,5806,18220,17243
19642,11456,14344,13922,17202,19679,3610,1056,1535,18508,10580,3616
19643,8084,8023,9869,612,18730,15520,14994,18217,6838,184,10115
19644,18332,5520,1009,19863,8808,11488,19223,4230,2862,16577,13078
19645,662,14774,791,293,10086,522,9657,11634,1400,11820,15180
19646,16105,1340,19010,4948,17718,15951,15778,18352,3457,18815,2477
19647,17377,6786,161,2280,4495,7929,5302,11178,8120,16296,19479
19648,9376,6838,289,15781,17513,16201,12006,18287,10388,18714,19078
19649,19606,17820,4520,14949,13217,14553,11709,14210,7209,3644,15475
19650,11902,2333,9960,10331,11195,13030,16380,2314,15291,10973,9754
19651,8547,5116,11630,15398,6753,13056,9562,4751,2229,18993,2025
19652,10500,3005,6683,1144,3311,13851,7871,15079,17508,5471,15838
19653,16620,19836,1126,9397,17294,10082,12786,15351,15779,8003,9402
19654,5431,10295,16604,5622,12257,8397,12475,10441,19572,13639,17960
19655,12944,1791,6090,16658,10373,18226,10653,16279,11442,16102,12245
19656,12642,3403,16162,2868,17488,16561,5061,3146,5087,13051,19177
19657,209,18922,15736,5922,18838,14714,18942,15577,9156,13297,2277
19658,11630,15676,14651,5157,17965,16635,14621,13729,15465,17421,13140
19659,599,18283,15591,3907,2114,4375,6974,18451,15013,5015,16624
19660,869,8911,4074,18883,16698,6961,19562,14843,4599,13931,14574
19661,4994,16505,11349,17877,1674,7411,12962,3786,11663,3037,3969
19662,1907,8840,19452,12342,4358,18704,18724,12270,9480,9935,16587
19663,3103,17348,9641,2146,9508,11848,16240,12730,7240,12619,5227
19664,2442,18473,12131,1682,3256,15041,12378,8373,10685,14622,7615
19665,394,18244,14723,2747,19565,11064,11513,16122,11559,13548,7813
19666,1881,9183,5952,2761,11860,12574,8155,14461,13984,4180,17131
19667,10886,16388,12839,3967,8887,14370,9191,12145,1371,17396,15188
19668,7127,2476,11495,6712,6498,6285,12856,18052,12026,10427,6390
19669,12830,9323,5363,4301,6815,16452,714,539,7764,6446,13263
19670,13484,11869,3595,11403,13841,3116,7913,11067,1597,9057,19898
19671,16668,390,19176,17228,9638,17785,19476,12107,16370,8922,245
19672,13037,14517,14652,8597,18050,8106,14996,8852,8152,18373,4125
19673,10144,17179,11090,8920,10215,19821,14034,10539,18367,4485,5824
19674,18516,13927,10372,2686,7723,2700,15561,17253,12822,14048,6157
19675,17084,19289,18236,11665,1035,9124,7344,10766,9571,9726,19802
19676,11887,12537,5436,14055,1893,7220,6853,2688,1225,3487,5598
19677,17298,19371,17295,4179,3362,16407,6071,13168,4684,7244,14574
19678,12082,13791,6674,2390,18475,3982,18286,12299,4863,134,11194
19679,11888,16201,9636,981,15096,11339,5731,7644,16335,5151,7163
19680,11507,18746,8143,11600,10365,4536,18326,3111,8791,10234,8484
19681,6093,9763,16998,7151,19380,19235,7760,7250,18634,3430,10491
19682,12725,11620,10214,19095,2017,13022,5755,13139,5358,13961,2908
19683,18829,17196,6037,3618,2560,7578,12754,2607,6373,19203,9683
19684,12511,15097,525,8782,18867,11224,12180,8327,4064,11889,4398
19685,766,9017,4294,106,17245,18817,8460,15487,1961,13101,19722
19686,7175,11475,1311,19138,15116,9184,11104,17106,5386,7609,6712
19687,1242,751,2648,13489,10168,17455,2368,6101,6197,9766,4662
19688,19057,18989,11841,13846,13176,14825,5899,18272,6020,4536,844
19689,17013,3506,19115,13969,8702,16463,15940,18473,9722,6708,6301
19690,9379,11459,11575,14304,11245,18520,10343,7123,4762,672,8541
19691,12656,19715,4801,17753,4097,1027,13706,4119,12501,4940,16913
19692,544,11946,3705,15434,13266,8810,18032,17548,1572,3505,19137
19693,18143,8469,15363,9916,3279,19054,8136,19366,17347,11886,10810
19694,5001,16067,18263,5435,16011,9242,4628,17316,18883,19756,8732
19695,6022,19854,3509,3239,1134,246,5278,3706,7147,4188,9103
19696,3603,13930,12673,10097,14177,774,6553,8435,13374,308,3238
19697,4594,6554,10501,9355,17607,1240,14899,9024,13166,498,19313
19698,9127,13714,14599,10177,3298,10542,5489,1691,9057,3136,888
19699,16335,18716,4871,4104,7791,14653,13909,10232,9713,19770,6747
19700,19633,4422,2714,1143,12557,13290,10624,3138,7201,12944,7371
19701,6509,11887,19791,9235,1906,14583,4270,6816,17865,3171,7378
19702,17200,16680,10325,17330,3885,8889,11276,18918,17997,7016,5548
19703,11396,251,3131,15286,15843,11845,13243,7695,19068,2427,12940
19704,11393,1624,4679,5572,4391,15834,14010,9773,18600,1607,17364
19705,9473,15863,10238,14992,1657,7905,19487,6000,5064,5587,15093
19706,12894,10257,13946,2006,2594,10956,1375,9871,14784,17153,4401
19707,7583,9132,13814,1843,11193,10556,8570,7022,11392,14980,5200
19708,18429,19270,15256,3404,8098,14665,6732,11951,6239,16653,11897
19709,19440,12142,6566,17611,18918,18190,15710,2759,141,11768,823
19710,17826,16018,14243,5865,11273,13186,19344,11961,1434,12559,8717
19711,2671,15147,10215,8877,2196,11580,1196,4746,1478,275,12675
19712,13520,2617,13647,5677,4199,10570,8505,7577,5886,19274,12908
19713,2346,7976,17926,10665,291,7572,4628,5110,254,9680,610
19714,4466,2672,4381,16734,13179,18600,9624,10660,7955,18346,6325
19715,16144,14954,3266,8819,696,10730,5526,4517,7412,4523,15507
19716,6448,15457,14840,15391,7127,2643,5923,16262,7830,10441,2744
19717,3011,5856,11758,12076,4646,8403,12176,18252,4520,10860,3108
19718,10546,8777,7227,12529,18812,9695,11269,18422,3202,7976,16485
19719,16160,7314,9517,7139,5257,7135,13892,14337,15344,5232,7358
19720,2562,1458,10796,13159,3628,4763,16389,5814,8629,11273,16051
19721,15696,7668,5523,1542,19554,4822,15318,8812,7094,6705,4952
19722,12881,1795,4397,8387,518,12622,13911,18338,10419,13219,5633
19723,16468,9658,10663,18420,6890,683,5256,6417,7771,5887,8083
19724,2032,2948,7844,4491,7089,15609,17618,2918,9532,12733,10678
19725,4186,18236,18654,19518,1807,16457,14513,2496,3226,17740,7821
19726,4459,15612,4885,6716,12277,18531,5290,13175,19261,19923,2426
19727,2530,1063,14039,3616,15933,19332,10065,13098,8443,18165,10872
19728,10701,19547,13975,18889,8426,13732,15398,12093,864,8946,16873
19729,3955,6098,15859,13905,5665,13854,9487,818,1547,17259,5523
19730,7000,17502,845,6534,16967,17008,17649,16822,7356,10386,2158
19731,5094,1850,1720,8551,16075,19548,13743,18072,16980,8866,8741
19732,7971,1948,2635,16514,335,5433,5961,15091,19413,4271,418
19733,7676,14057,3069,2906,1549,1595,11446,7064,9391,10658,817
19734,16964,4141,1614,11595,4969,17204,16298,19613,11938,9588,3347
19735,15875,9024,8541,14317,6195,12618,14105,12383,8513,5109,1982
19736,3646,16929,5333,9562,5047,941,12544,7877,1710,9405,4380
19737,1171,10575,12600,1243,6320,14881,10276,18872,18374,13487,4456
19738,2584,10592,438,14960,6607,8506,3056,5941,3255,13845,6132
19739,13126,7216,17528,3414,4428,8721,10836,13773,10997,4883,15704
19740,2870,5509,14970,7019,2063,6499,10338,6027,2807,213,11241
19741,2711,5430,8925,13582,12776,10760,5507,10417,10352,12598,904
19742,9335,13240,17019,3022,14593,16336,8102,15870,11103,4997,5220
19743,526,19947,10476,8153,16477,11706,15347,366,8124,6689,3725
19744,13548,17842,14700,6411,2008,14227,17989,894,2538,16073,8767
19745,19639,1500,702,18097,2556,17709,11332,15119,18669,3636,5500
19746,18444,14106,8072,14705,1840,15406,7713,744,15457,12337,6609
19747,18187,11109,8243,11927,14680,14646,17679,2957,18466,12190,510
19748,5232,8088,17487,18170,7498,2739,14444,3347,2061,9894,8773
19749,19311,9005,6996,18676,12705,9276,12425,7431,16297,4850,18380
19750,10112,6927,7485,8530,6258,14344,7753,3887,13647,10750,18320
19751,8236,12102,19186,16200,10285,16900,11566,4353,19891,7047,7064
19752,13972,12924,6231,10925,12255,8226,10843,583,4398,15186,11168
19753,6331,16496,12487,9536,15228,14332,5851,12932,1206,7775,7288
19754,13767,18758,13145,14962,6894,1583,14451,19546,12128,17947,5082
19755,8503,18733,12881,14644,16937,19382,6165,13250,7453,9066,14130
19756,10993,3434,7788,8200,9958,2459,9114,14970,13696,4678,18950
19757,7432,14377,17781,7605,7699,16631,19371,4535,14254,13914,15110
19758,9891,18047,11138,8912,12785,19933,2945,11292,14320,760,10344
19759,12542,17871,13331,4446,6266,825,7884,7407,8083,722,12778
19760,16535,11905,14668,18698,13998,14362,3701,6009,10074,10526,13442
19761,14950,8401,8005,5538,11729,755,18140,16107,7139,12767,16415
19762,7859,16039,3043,6869,1205,360,4169,9490,12628,14692,13765
19763,4257,3353,5980,15373,12291,6224,3386,1226,12823,5358,1937
19764,862,12332,10750,16138,11871,13728,19994,7115,16165,10753,18983
19765,7875,4531,11856,18958,679,15075,16071,7830,5612,7458,8965
19766,6310,13821,9209,4549,11041,8410,7738,7116,6241,18463,16884
19767,18628,8668,16565,217,12439,2219,19986,12606,3283,6148,2181
19768,3017,1436,7681,9893,19437,1895,19349,1930,5175,12581,15957
19769,18741,16156,10538,14094,14568,17109,12891,5410,9482,9132,6925
19770,17676,2671,13706,13622,11334,984,7942,13704,5999,7060,15341
19771,18048,728,12387,197,12965,13561,5387,13242,17785,301,8734
19772,14360,18711,14554,610,11642,4457,5208,13758,9378,18733,15524
19773,11167,4877,17517,4071,17535,4582,6138,8325,18474,4093,509
19774,5250,2286,15355,11897,12842,891,16019,14087,16840,6000,18409
19775,17818,11840,14071,6203,16222,2061,14989,14894,15113,4960,10891
19776,15650,5128,15933,11637,18661,12279,4681,16445,7676,2258,18711
19777,4440,12033,1420,19971,15306,19306,18702,1554,15652,16553,19550
19778,7239,15210,10637,1308,13837,1072,1240,13811,17254,12611,15617
19779,3784,3335,18486,15461,8884,201,7866,10771,3508,9651,8194
19780,17793,8497,8523,13626,670,1883,6454,16510,9089,18363,4450
19781,5161,17252,2255,15311,14254,7357,2591,19586,347,15035,9351
19782,15526,9466,12945,11188,11207,4023,5428,4391,7808,18086,11373
19783,3918,8407,16626,10844,11738,13282,14682,17420,11577,4891,18225
19784,12374,6059,14996,15668,123,10357,19524,5601,3623,19308,9993
19785,2296,17951,10804,19998,9814,3285,5070,7003,3436,3603,13590
19786,19503,11276,9935,18537,12651,3837,13250,4957,2510,15434,15050
19787,7042,17676,1318,4881,11194,15570,777,14031,15133,9756,3500
19788,3760,7986,15351,158,505,13884,18906,18398,6155,10370,16684
19789,8328,7818,10142,11528,2093,5938,1575,12955,4146,16302,16717
19790,2536,19199,16077,9464,16712,10005,7898,6197,10525,8454,10013
19791,13568,10906,136,9197,10943,7178,7047,10160,14555,16045,5929
19792,11744,9823,6349,4674,8724,10110,17113,12598,5030,12259,9545
19793,14211,1128,19808,7102,4036,17313,8874,9427,16953,10523,16344
19794,2496,14478,15165,13915,8605,11705,2226,215,15829,8936,15128
19795,2732,14010,10196,14199,12454,7274,14954,19869,18004,15968,4100
19796,16956,13690,7867,4075,7624,15996,4977,18443,18909,15743,13384
19797,8797,14752,17607,8119,708,5234,17401,11633,11024,13981,12743
19798,16498,4133,8775,15347,8319,1911,4010,16019,16095,12644,1069
19799,9222,5298,3948,6809,8333,8992,18873,11154,15712,526,4375
19800,7091,6517,5481,4340,13149,1354,2142,9477,10850,19912,8914
19801,19259,12359,12151,13100,2777,6567,7210,1802,14474,7642,17273
19802,15198,18941,1339,13388,4339,16274,15187,15621,5275,708,8998
19803,13089,6110,6188,10746,670,16916,19269,19252,14894,5756,3405
19804,13555,15368,19284,6792,1052,8539,16541,11058,17730,15312,19030
19805,13067,6751,298,8580,1790,17967,6164,17108,10850,3816,1956
19806,154,1825,3133,5580,14475,10397,10528,10725,13579,7574,2675
19807,14156,16236,15114,7295,16818,6385,9364,19809,15175,6140,12133
19808,17496,1767,14063,8897,3840,13515,3994,17634,14631,18674,645
19809,4119,12187,8286,15767,5280,7348,6108,12093,9788,1394,8232
19810,13108,7991,10441,4922,13244,11741,5293,3951,10063,2448,2795
19811,17720,16448,5742,11308,3762,7337,3966,17329,9988,7815,12439
19812,7094,17950,11360,14553,4208,13091,3643,15715,4145,2178,8738
19813,7642,5525,16387,12180,11627,14234,13648,11045,2472,11166,11665
19814,12831,3340,6685,11102,8964,12100,19531,10266,10131,16239,4477
19815,13634,12077,5889,7152,9996,2904,4745,3889,3807,18114,19172
19816,5201,6890,5696,2607,2745,4457,2431,18799,12808,2909,5394
19817,5519,8145,8916,6966,6253,3294,14102,16152,6973,6713,3971
19818,13023,7204,14844,2938,6146,14881,9288,19830,11342,11488,13855
19819,5617,19798,16163,3918,12672,19942,8994,19321,18713,6720,7945
19820,17421,16812,19129,10982,1682,15547,15083,5328,10104,19878,13037
19821,8170,19344,5567,13856,4723,12977,3990,14068,14433,10587,5581
19822,819,15968,15438,1234,18367,13344,7170,19850,5398,13054,541
19823,14962,10115,1675,7142,11941,17184,6227,10435,12930,9439,17092
19824,9273,2477,9565,5630,13167,16295,5653,15184,13416,13108,8191
19825,15582,1575,7585,15834,14844,6193,4984,19703,3183,3706,12345
19826,19275,9955,923,14274,14158,3819,15077,18395,7032,18300,15349
19827,150,15528,18536,11911,12763,757,5525,18847,9006,13061,11297
19828,6306,9609,18536,13961,6927,1008,16866,14395,18827,5608,1898
19829,9109,3226,13969,4678,5732,11170,7487,17483,10883,2875,17523
19830,10463,16802,16926,8920,11699,19968,7094,11310,725,7578,8556
19831,16264,19666,11227,4738,15886,2556,12106,9081,15744,470,3980
19832,14140,18387,3555,13495,4299,13927,9340,14468,4270,13432,18000
19833,11547,1319,16830,13451,10272,2152,16265,18726,16420,19883,11609
19834,16815,18818,7146,17399,1733,7941,15981,16033,12083,13398,11842
19835,5583,18645,2472,6228,14815,3342,16482,14708,5627,19073,3748
19836,9016,13686,13043,17925,17550,15258,13694,8112,8465,9244,11947
19837,8214,9329,16909,17369,19244,11696,390,19693,2737,6820,10820
19838,17693,11901,396,13660,19010,7915,5141,4432,4393,4081,17775
19839,1272,3618,2074,10934,14757,15621,3109,14018,12741,11249,11422
19840,13097,5206,1616,13574,4189,6919,17179,14541,14684,5090,11226
19841,18312,16249,8822,5422,2645,7315,493,17201,1355,18540,704
