"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017","sim_018","sim_019","sim_020"
18176,10452,11928,18113,19718,6710,19237,9150,3181,17510,5204,13095,14843,9530,8929,2102,17733,5469,4768,8350,1901
18177,9784,9466,11934,8105,6629,1860,8921,18426,11076,18616,17171,15323,17797,14301,16144,2110,18097,230,3651,1860
18178,4937,10656,14636,8001,4084,12624,11534,6264,16621,16258,19706,5604,15857,9585,5868,5973,14987,8085,3874,19833
18179,6671,4652,18758,9206,7624,1514,9529,18287,4927,11194,1063,19146,19880,16529,11659,3516,5072,7273,553,556
18180,12495,16726,11144,19438,7118,8562,17357,19214,178,16250,3348,17800,3676,7970,1377,1347,11543,17185,1476,8535
18181,4672,11471,9031,14988,5778,4008,9639,5873,16580,1580,5160,11548,19151,11508,10110,6270,19564,14039,14727,10817
18182,1358,574,12017,18201,5033,12709,16901,10139,18830,3613,19106,19924,14031,15981,12127,10880,3595,15436,1354,16970
18183,1733,9505,1520,4332,8092,4780,12126,13107,15214,10562,12349,16111,4878,17330,18009,7574,4479,16085,10271,14600
18184,7718,7790,9280,14925,5611,18575,15380,16830,4417,10046,11088,19190,16812,15883,16248,3691,7623,6563,3899,4783
18185,6078,13150,17683,2000,15026,18994,12022,2127,5529,17586,12384,3084,2822,5383,15398,8677,8113,5344,19487,14869
18186,3829,6239,3709,17000,12511,16722,14580,4127,12578,2361,9795,7395,329,4434,6451,9618,8470,19126,4249,17194
18187,8504,9286,12604,14809,19197,11461,14214,2525,7296,18645,4872,18671,2717,13064,7396,12816,14637,8047,3891,7770
18188,11865,12317,12566,14902,7726,6410,15325,16068,17366,10813,14042,16889,13594,6013,13182,571,7947,4406,1724,15727
18189,15980,14037,4820,6667,1735,15601,16680,1037,6924,13098,4093,7530,6357,5333,4012,4822,10093,16373,718,5886
18190,15055,7641,2608,18162,2674,16538,513,18456,18348,10456,15456,13672,6628,18376,3209,18452,18833,5106,12682,8982
18191,18190,16299,444,4996,6771,2769,439,12119,3085,18053,9509,15487,12646,8528,18478,6173,14319,11803,15063,5396
18192,4402,11548,5336,9218,16976,3107,9088,18901,12817,17807,143,14623,14385,626,1627,15091,3005,9016,10616,12280
18193,1659,2178,12092,17108,15403,3028,19356,16107,635,1602,6995,3244,8541,4766,7054,1134,2610,3364,12273,12808
18194,5309,18778,13815,19624,9537,14115,1741,13588,5271,19864,1717,17220,16089,5009,8422,14737,3624,17857,1823,6006
18195,17956,8273,19481,1056,9876,951,14306,10001,1390,14143,18524,5261,8442,15345,5212,16572,14427,13134,2479,11051
18196,4696,3275,19304,10466,3367,4466,11153,3994,19566,5824,955,16972,3186,19149,11940,5300,422,10600,12802,12199
18197,3448,2485,3155,7959,19984,1153,3583,14697,7508,9898,7021,19928,12400,6915,530,127,16335,2475,4773,1547
18198,6457,5394,3152,6823,9863,6709,18764,13603,12847,17487,19731,8047,17601,2569,1368,17323,15068,19349,12138,16362
18199,15311,4498,15739,4296,18341,3074,7823,18145,19161,19326,4167,652,8785,12433,10313,2301,18923,2607,7563,1111
18200,4774,5433,17421,17703,19187,14181,1314,10592,13635,1671,15800,11497,2286,12999,14341,4096,13968,13238,9717,12340
18201,8478,19165,14450,17250,18073,7660,11357,10748,18301,17765,861,14018,16112,15593,13671,18196,9829,6566,17183,1222
18202,1564,977,14217,17644,220,8938,7524,14201,18972,11221,8270,1144,2461,5257,16251,15159,18931,10850,17490,10543
18203,8413,17966,6187,3065,13960,6197,8799,1524,5573,19547,12495,3718,13291,1114,15644,3729,7503,9747,17461,386
18204,1636,1422,7619,14923,15034,15405,5364,12815,15565,2939,2972,6273,10165,15017,8718,11620,13888,6306,12510,17003
18205,13332,14817,18572,19143,6420,10949,19993,8268,5659,7760,10046,16150,10234,2939,12793,11758,6331,2199,17425,2177
18206,8983,12500,7434,17865,19616,183,1907,10451,18272,3516,14598,14231,15435,564,11462,3623,5480,18888,13939,16230
18207,918,11681,11421,9570,11572,10677,16195,6398,13268,12199,14943,5567,7093,16656,8019,17727,10021,4885,15286,15744
18208,3829,6753,1442,901,19423,336,3826,6004,12673,11926,12966,7522,1719,12384,14345,19040,5519,16968,4713,2445
18209,3795,13720,5032,17829,621,13029,1881,12252,7623,18966,3845,4419,16873,2339,12843,6377,13490,2588,7362,2934
18210,3573,15918,8104,16663,7436,16410,681,9640,13703,9637,19517,2402,11487,8663,3599,15541,9793,14006,15726,3052
18211,3455,19421,11939,11379,3990,1710,828,18609,14762,11724,10919,14951,14881,5240,18370,1190,18175,6862,13705,9763
18212,7166,17897,1434,3018,13865,19430,3516,15648,2165,8363,9201,10557,5907,644,12704,15329,5851,12786,15384,15612
18213,16217,11579,13101,18229,2294,18187,14246,10613,12311,2087,6127,16812,13181,19939,620,3928,5752,6165,2032,144
18214,19712,16699,18556,14687,17779,19307,17551,9409,10424,12376,2000,14647,3820,17545,1864,16634,9147,10766,15156,2557
18215,9532,4729,15521,16451,16744,16798,5849,9915,15553,17662,1709,18945,14410,4725,13735,6833,15803,11542,3147,15384
18216,19867,1955,3792,19403,3189,1281,14290,3913,19849,5386,7599,4479,15972,1893,14010,3455,3498,13442,11731,6392
18217,10507,1568,10447,18820,19773,6485,17205,13907,1601,14446,4838,18919,2706,14060,2945,9251,16720,5429,12508,4517
18218,6490,2247,2663,12017,8059,13516,15979,13276,465,907,15941,2749,14099,6718,10289,14266,11639,444,8634,12759
18219,19869,12826,10578,783,12054,18472,2978,2144,1579,4605,9845,9898,9410,797,17871,7374,9898,9947,4278,14768
18220,9856,17769,2962,7600,13422,14599,5552,5703,1490,14187,1988,6522,2905,16307,10161,4685,14518,5540,9171,8534
18221,3452,13668,5686,998,7343,12673,16841,13558,11557,8412,17111,17062,700,7936,544,3336,1305,11902,17229,7231
18222,19878,14897,10674,15399,7885,8737,12563,6013,17354,2644,7038,14812,14665,17598,14216,7295,18701,7325,15152,2086
18223,1353,14395,7757,12270,816,13921,7718,12794,19238,14814,1203,19622,7507,1051,4110,4648,18647,467,11042,5866
18224,19929,11136,13045,12645,8390,6283,15952,17467,18143,1744,5272,19050,19538,7316,9623,15269,7436,13443,16051,13495
18225,5561,18256,4937,6222,13196,6247,1749,8513,19503,3008,7236,17259,16303,13770,14642,552,1097,7548,2521,636
18226,18438,15358,6254,7667,7462,14877,3260,16437,8346,5578,18166,3774,17948,15420,3252,17326,12972,17125,6561,11037
18227,872,6957,11435,6918,7688,12918,12792,3781,13579,13631,10326,10965,6215,14240,12579,16214,11389,19353,5501,14248
18228,12177,8839,3272,19426,10294,2004,6423,12618,17957,1530,3691,1273,6448,8923,10397,6195,16865,12506,4015,16861
18229,5111,17576,18350,1611,19599,3080,3379,18873,2015,8456,6951,7558,6145,13014,9344,13716,15883,15561,3304,15073
18230,19251,2045,13965,7261,5673,2970,2150,9313,12250,15904,4049,7539,19611,13052,19118,15554,1908,13497,3513,12494
18231,6661,16810,15720,5162,6613,16904,12716,7924,6570,17635,3255,2280,10022,2080,14575,603,8282,6083,9589,14573
18232,19472,11974,15026,13016,17268,9608,1462,14992,19097,4132,18153,12797,5014,10414,19235,2629,15430,2147,15061,14024
18233,4664,14590,12920,8555,10511,11483,7680,14167,17866,2252,5248,4234,12821,8969,1938,291,10593,15979,6682,14865
18234,15541,9769,5034,15477,19750,18439,18364,9765,6847,17637,11766,7901,257,8838,8718,5609,6038,8209,14339,11554
18235,1225,16856,15007,14572,10628,5235,6824,1067,7991,18054,4763,15659,12490,19169,4717,19609,15745,11237,17835,6110
18236,14473,18591,10867,18898,12078,8912,3627,6055,2103,19140,6289,298,5671,11604,7988,19582,17676,6067,14239,16211
18237,2514,18588,6546,8039,15218,16309,2438,6949,15120,14658,14218,2573,4744,13191,3221,19519,8102,3733,15575,15210
18238,6100,3323,3632,12965,5904,11402,6694,3035,1059,3491,16757,1007,7289,17522,12895,14018,17414,12218,10841,11477
18239,10979,13069,11779,815,8621,8548,9503,2215,16159,15720,16012,11879,9416,5615,5992,10735,3238,4700,5923,5871
18240,11953,2588,12986,9563,12445,8758,5352,4462,5678,11862,13585,3891,4800,16224,2316,4550,10818,6694,358,19053
18241,4160,12157,5444,18969,9578,11848,4753,13729,3963,14985,12502,17527,1424,11749,7602,13211,2221,14997,3294,4029
18242,18501,15733,19655,7018,13468,887,19852,565,18844,14408,6026,16583,9697,1611,15014,9611,3161,10925,18435,1626
18243,15068,15482,4096,3860,4930,19154,16837,16673,12441,8708,499,11637,6458,9214,2438,12044,9303,14486,11515,17969
18244,16746,5862,11607,18501,12491,7979,18483,11534,6226,5165,11174,12231,14554,10419,3776,9790,6263,18713,14603,8211
18245,1946,10021,14161,3024,4786,12907,7022,11656,11093,1352,14260,15885,13717,9853,12566,2336,8926,10893,3003,3717
18246,8771,19684,736,15851,10631,13666,8775,18790,11018,14190,2488,1089,18015,11486,19952,14794,19201,19258,18067,16711
18247,15993,15514,18638,17352,7115,6552,1702,3130,3893,4602,12129,9644,9417,15187,8657,12087,14957,1547,10315,12511
18248,9789,13825,11586,7643,13412,6470,2810,14273,9004,18746,15527,7084,13728,10956,4475,2410,1300,17936,5958,19607
18249,14393,257,11855,947,7501,6878,16760,9756,16429,4797,13123,12678,17533,1271,18590,107,4238,8949,3535,12551
18250,17766,13702,13449,16394,10157,9198,12637,1169,3633,2007,8790,2365,15989,17931,3922,1072,9040,19929,3634,13680
18251,10136,13188,9638,9928,9445,7490,7244,9918,4347,1923,16216,14250,145,4358,3076,17715,15553,15880,9287,10182
18252,18231,17532,10565,14154,1131,1098,16877,17987,2902,10035,13319,10943,2618,11635,19572,6359,3437,2899,1410,18903
18253,19466,464,7395,9482,1101,8642,8533,1402,1358,7905,13392,4730,13238,17321,4547,15244,8822,1323,5000,18192
18254,16697,11022,786,11258,18983,18904,7626,2209,15022,10258,19112,8564,5130,18189,1724,4034,18345,13202,9794,12571
18255,11466,3807,16199,10968,1369,2297,10008,11998,13681,5219,15551,4043,2005,15122,13660,206,10807,12153,5924,17275
18256,13145,4750,3069,830,5294,13909,13864,17775,6027,1702,4721,17955,15160,14046,7331,16434,11829,19256,3222,14903
18257,2883,12115,18834,8013,15375,17299,14110,8083,12441,12835,16357,3536,3260,9158,9905,18143,12958,15754,3432,12015
18258,4683,13731,10024,19128,1323,6452,13319,7792,10144,7061,14300,4656,14717,13683,10998,18598,7052,524,4455,2943
18259,17279,8202,15591,11263,17233,4074,15733,10990,19583,15990,9426,13247,10537,15223,694,12048,12470,5168,5048,10331
18260,10304,8429,15425,5184,14301,10055,11582,11760,1316,3961,14662,7781,12513,16767,2053,5571,17094,3100,15215,2465
18261,5089,13937,4689,7424,11823,8122,14156,16692,16194,19226,19648,10663,8303,12790,749,9852,19228,4235,17486,15177
18262,13966,11428,7954,12930,154,14093,17302,8173,1342,504,15294,2838,3028,12413,16290,7488,18895,820,11570,2346
18263,2117,15762,13194,10186,2938,1945,19761,15412,15996,19532,5791,19934,2399,19013,11547,19331,10036,9730,6581,4254
18264,16425,12253,8131,7610,16765,249,11766,12316,19094,8557,10379,19053,3845,10038,5674,6068,5220,10846,6263,16183
18265,18749,13424,434,14141,8088,10053,16119,17516,18909,11076,15204,11202,3233,13307,5987,12907,3718,17434,11066,5774
18266,1835,18236,13887,6338,19121,382,15643,19756,4935,7120,1805,19083,16349,14572,18598,1534,9585,13330,5172,422
18267,16844,13953,8438,363,4147,4415,6432,9293,16237,3311,12384,13695,17838,7417,14086,9841,4105,1498,18506,5620
18268,6794,4194,19930,5549,17710,6824,5744,4435,15302,3680,12594,17812,2183,17433,17402,15163,15509,14238,14674,9626
18269,18533,14441,9689,12978,4267,5715,4685,14218,17583,9629,5164,12309,18368,11853,459,3062,14940,11149,14288,14337
18270,1977,10729,17480,19313,540,8803,3204,15958,14123,10198,1718,18774,17156,9435,19319,9836,6959,19631,401,10934
18271,18403,16144,3065,3276,4878,16213,9025,14573,13650,4133,15442,2026,11882,10299,19762,4870,17248,19909,1566,19845
18272,880,19474,3870,10547,13317,18047,409,14106,14210,2271,820,2884,7835,10537,4762,17742,19976,17340,9749,342
18273,3928,13071,16387,1594,14143,5726,14869,11512,1772,12428,2448,12607,6135,7844,10732,14647,10549,1174,17102,10831
18274,3418,11703,19151,16366,18408,17292,5043,8737,936,14915,2031,6900,9096,17016,4990,18724,10609,13256,5995,12073
18275,214,11000,1451,17215,15746,12739,5002,6201,7595,16910,9488,7795,12830,10277,10996,7997,8638,1386,12392,19995
18276,9294,15073,17756,6005,19399,1100,4192,4070,3951,182,1594,13568,19880,5255,5816,15701,2997,8997,9565,12667
18277,6564,11446,16499,9503,19352,6797,7136,6332,3676,10979,9408,11759,8857,5508,1261,4446,11408,11973,7501,14905
18278,13159,15988,11507,14282,3746,8695,2727,8048,13379,8368,13285,14277,11136,11546,2134,11305,17053,2137,16103,8171
18279,6120,4036,13475,1326,16481,2308,1167,7575,3962,6653,6247,13435,13694,14319,15556,14549,6755,16979,5424,2546
18280,1616,14011,13536,16870,6017,18056,17441,6193,13568,10994,10910,18791,1112,313,18145,17077,11983,10929,7200,15422
18281,8802,11479,5686,16827,2064,13987,10771,11725,970,13532,8021,12373,2112,741,13185,10128,6514,1270,4937,5624
18282,9641,3220,6122,1078,13716,10789,8722,7751,10620,4499,11303,5978,12579,10272,18182,2976,11065,12402,2538,12232
18283,11529,19664,3520,15033,7276,7202,16747,7477,5854,6923,1431,1529,13255,19727,5514,12186,15539,15593,15570,3739
18284,11497,15407,19223,2713,7529,821,15539,3137,12944,18145,4082,2415,14467,4494,4187,6225,14072,8256,18921,10624
18285,16123,15706,5385,2580,13775,1089,10532,7541,2723,11846,11251,12713,12602,16851,4295,9915,18676,11096,19561,10808
18286,13788,15742,8780,18069,1203,17794,9732,4788,19801,6356,6105,19859,14645,4344,1753,12249,9547,4577,3230,6316
18287,4098,5866,2028,3732,6728,13119,11547,19342,15070,8637,15162,11096,2885,5477,4474,16218,3188,9364,10298,2143
18288,18021,3870,9580,5525,727,6650,18179,9795,4705,8087,19448,7351,5602,19392,10873,11107,8296,17979,3869,10451
18289,10587,3787,15388,10318,8245,16346,1523,16175,5792,10971,13976,14301,4163,17854,18682,15339,11963,3107,9939,14002
18290,13856,3899,17118,11578,18992,10874,686,525,10457,16013,9097,12795,8997,5549,5404,13878,18873,2115,19014,6228
18291,4372,2672,11315,8431,3064,4329,588,6343,9020,13079,1763,14580,2786,9169,17692,9477,3439,14961,5576,2130
18292,11083,8409,10011,5741,2942,16342,10097,7742,11817,7273,15488,3765,5785,17278,162,1318,9543,13505,5420,18740
18293,16185,15117,12021,7102,390,19166,4249,6825,141,6581,2067,12360,3446,15552,3817,5815,15171,15306,7266,14606
18294,3446,9615,14444,15316,6775,3832,4496,6073,6341,7842,3052,11739,16717,15372,9005,16373,11577,15014,17583,12031
18295,8451,18241,17817,6641,19509,5170,17468,9706,17754,4752,14351,13754,13038,9928,12780,18409,8714,17442,6101,14015
18296,16553,1125,18728,10409,11757,8115,7167,3647,5782,3360,19145,1144,11987,13521,1623,19568,15433,8425,15239,15197
18297,11116,9116,3100,11339,15584,15563,11477,1051,15431,8867,17409,2678,9284,4298,13680,4940,18450,10778,6057,2309
18298,2184,9551,16380,11610,158,10175,343,5735,5318,1165,3471,13794,6211,17206,3896,11956,12035,5701,12513,17943
18299,11557,9743,18427,18888,19758,5388,15973,19634,17810,1160,4803,13091,10422,6129,1792,18114,16325,4112,8917,12331
18300,13146,15891,18652,577,1247,5844,18495,4702,11951,15550,13862,2499,14788,12630,16188,6144,12036,11153,12708,5572
18301,15571,11059,4665,567,11510,11487,2819,9548,5919,7458,12911,17746,8118,5031,8442,16722,2648,4686,11310,10069
18302,3836,14965,14885,12867,8635,14049,15229,12721,11277,3352,5784,1765,10913,10745,11685,7752,5640,6325,1473,1178
18303,19091,7659,3810,736,5535,11061,17393,17445,18859,13915,3480,5236,3577,6899,12468,5861,14559,692,18295,1698
18304,12269,17562,1449,17826,17396,11536,19487,18576,17185,13118,16723,8344,3646,16352,167,3358,2935,9784,10892,15120
18305,14264,8777,7569,9394,17211,3799,14601,12675,17852,18233,1959,3813,17252,16096,1575,3165,2324,19008,16024,8212
18306,16276,11215,12401,14531,8175,15122,934,10134,12400,14889,2502,14849,2549,17848,8134,15423,10519,19779,3250,1243
18307,12975,12336,2220,17520,6939,16042,8874,5076,18428,18410,9211,10352,2991,12707,5816,1500,1642,3378,10452,4398
18308,10429,16317,7981,9368,5111,9230,7566,19925,9857,7729,18739,7193,3017,7329,8449,6837,17636,7389,12110,8260
18309,1525,13055,9551,12693,5300,6650,18493,1308,15371,6642,9145,16185,7319,5926,4881,9856,14501,2413,12580,13277
18310,12668,14759,18859,19790,19303,1234,8884,18991,15825,10475,100,9932,19500,13125,10642,6340,5605,14159,7021,10041
18311,4779,16558,8151,12925,10777,18182,16598,16171,4817,15380,4049,18090,1248,14299,3199,10732,9505,5218,17445,19435
18312,4768,7390,18986,19276,7004,4538,5586,18714,19833,11031,1105,17773,3115,16573,5794,710,8118,18755,18495,12116
18313,18154,16189,15445,671,10841,13052,15348,120,14312,16216,10944,10651,19590,8368,4631,5563,9502,18636,2219,6092
18314,1402,8518,13470,15191,13127,2529,17425,12945,15885,15351,1669,18843,14285,6012,3958,9361,15933,12419,17107,18153
18315,17679,1550,17283,11310,2231,2587,14136,5723,5990,10605,9449,6842,13463,7149,10993,3739,16154,14523,8230,16642
18316,4708,15310,7690,16561,17238,14041,429,15580,1327,14914,15506,16444,6206,18939,15890,6474,6420,12012,14332,2945
18317,18807,8017,820,15316,17164,14155,3126,10868,9130,9004,6697,15719,16325,15974,4943,19703,566,18635,4636,16335
18318,6369,651,1454,1712,9245,16613,5775,13267,13278,17378,4229,17008,13651,19274,806,18935,10331,1553,470,771
18319,15723,4615,1167,6461,19455,1136,15837,7048,12477,11810,18954,2393,1041,211,17275,6874,12665,12072,3357,1378
18320,4625,245,15854,9356,13239,8621,6302,4659,2193,11952,13341,16483,17704,8403,3951,3595,15025,2632,2548,17318
18321,3955,17414,3999,16869,15052,18776,557,2368,6652,2378,12715,11621,17610,17868,10896,801,2248,9093,17386,4813
18322,4382,11465,1163,17718,15391,18369,19838,5128,6736,7643,16717,701,6991,5374,5922,10493,18490,6670,14708,19532
18323,4080,18599,1031,11714,15184,5441,15221,18266,17875,16546,4146,2147,11983,19043,17954,13534,9856,8074,7729,14408
18324,379,19203,19004,1490,18649,8911,8039,9746,11035,7527,10518,19925,4045,14652,4045,5275,416,18757,18613,9676
18325,12238,16952,1293,11082,15423,16886,3913,2879,13073,7141,18471,17468,12365,7241,14077,14739,4750,10238,17284,18756
18326,3794,14796,15789,2990,16918,17220,15374,7862,18505,3587,14843,17562,17714,9674,12523,1044,12886,6205,8429,17797
18327,504,18752,1777,9740,11553,2120,4662,12517,9458,7037,1185,13688,3037,1826,10438,16773,16687,16408,17272,17338
18328,10952,18485,5355,17392,3925,7259,4917,1526,1586,7609,14689,12710,14016,108,5869,16722,19464,8568,842,4142
18329,10685,2946,19894,12719,2240,5476,7196,16791,5713,3268,3176,13253,370,6476,4616,18004,9173,5208,14282,17195
18330,12438,9420,6200,9153,13744,10263,8316,19179,12049,12705,19924,3144,14916,12336,7369,17598,11915,9562,1100,9742
18331,3650,13432,16063,6660,11512,11611,8949,2080,15359,3507,10668,9528,13189,16390,8937,2313,9521,13078,12823,6955
18332,16896,3077,1159,6083,4375,6010,17291,6442,13682,8014,4141,1000,10705,2135,1982,7921,7340,12860,14057,5550
18333,587,13588,11271,5389,2733,14252,6977,3656,8850,16081,19298,7857,7793,16926,4275,17206,19284,19491,9057,14545
18334,15540,14766,18192,18999,5607,19375,7549,19362,12969,11044,12118,12662,19086,1966,3982,19014,4125,12265,16020,15906
18335,16174,16399,4358,6370,18256,12978,18274,13975,16374,17334,5608,4249,5031,16912,17308,19390,8651,16279,14966,1848
18336,15129,6766,14472,12368,7989,11363,4225,19826,1490,17596,16286,18778,6871,19256,3995,6729,4031,4085,111,4929
18337,8734,18636,9593,17157,14324,7258,1665,7432,12805,11089,19838,19017,8296,18065,17834,13491,7522,382,15468,4011
18338,19795,12269,12181,19121,16110,12806,12311,5599,8709,1826,19465,17435,7769,7741,533,18422,8568,13336,9947,11698
18339,13321,11933,8651,17389,19087,3181,18335,15761,14993,2914,9678,16841,5131,4323,9175,14637,13345,9434,257,9161
18340,6406,12820,15796,5679,15376,15225,5466,8813,10523,16919,13782,5414,5600,7956,11771,18931,1333,16439,16227,6165
18341,1446,1268,9462,7042,11774,11228,16522,17299,19886,17640,12555,15259,2160,12926,9423,13440,10746,11508,11953,14466
18342,4615,11691,8497,4557,2391,19404,1281,2961,9330,2327,5832,9150,2680,19365,4443,9996,4980,11928,19509,2949
18343,12365,9385,15208,13850,2394,18049,11980,14793,1938,14340,6106,1810,2972,10088,4708,5786,12150,13782,8008,18263
18344,8667,17231,15167,4972,2429,9959,17386,17482,13480,15206,9691,13974,648,3140,13834,3447,8128,5338,14024,8550
18345,15507,3993,14640,7580,17866,10271,7144,18376,9283,19806,4662,14950,354,15000,4362,6833,17786,5864,1097,4350
18346,12458,13163,15997,14207,10470,9921,11640,8514,18453,19966,16845,13893,11855,17366,16306,18976,12277,3198,7322,19980
18347,9967,16406,18150,16922,11393,1959,6380,13172,2868,14382,7582,4431,14190,621,13283,13117,16289,19198,1644,826
18348,6710,14059,637,4786,9416,18271,7343,2746,5082,11433,3321,16563,4223,17915,11034,12505,3739,13637,5053,10354
18349,19676,3749,15602,8058,17410,3054,12338,2860,9901,2268,322,18441,19283,4859,8710,19525,6240,4868,14094,13698
18350,6738,8302,697,10978,15156,1207,2763,13667,14860,6601,13766,8910,11474,9281,1576,8768,17793,9493,13356,19459
18351,8609,9171,6809,2083,7199,11550,4043,11877,16714,14043,12597,10232,17823,9250,15888,10865,8461,4791,7135,4980
18352,14808,8535,19095,19170,11545,11668,12617,16333,17330,375,15905,8112,4014,6170,1932,14832,13727,1610,319,17748
18353,12305,9894,11771,1606,16238,2235,1689,12314,9786,518,10722,2422,19547,12258,2574,14433,19317,11477,2170,9343
18354,7622,9674,19531,12257,12130,13300,1952,13002,14233,19410,14797,13881,3343,691,4767,2420,15668,9833,5298,4391
18355,13077,11448,11146,16112,6992,14643,1983,16065,14079,8926,17761,16654,10306,7872,3681,15679,12215,3898,4071,8646
18356,7255,15162,19779,5548,3659,11219,10704,11503,16801,9997,5819,3048,3198,7729,4773,16045,853,4702,768,2608
18357,19183,648,2917,18405,3918,2198,6009,11653,12336,15744,5567,856,18730,15887,4168,18804,18202,11785,16947,13172
18358,1526,15820,3456,15625,5408,2753,15713,10740,4963,17376,11172,6920,9757,4514,15503,2211,19024,3958,4795,7509
18359,8318,2871,9714,13448,11885,9000,17153,16974,4997,11344,4626,18603,2568,6375,230,1948,9770,15587,12159,8671
18360,12437,6969,7089,9964,8756,18978,3724,664,7241,16896,6963,2720,3778,6880,4595,264,7218,7918,12357,16441
18361,176,19920,9799,3095,18239,15181,13571,17441,445,1301,6324,11980,549,14392,5505,15750,10627,9829,3052,11543
18362,17272,10945,6551,445,2998,7952,14899,15914,6702,16564,2471,2061,12407,14821,15953,14339,1624,9122,9121,14687
18363,11931,12548,4662,6318,858,1574,14874,14236,14897,19965,11860,19028,9560,13185,10788,5359,2831,13031,1485,19686
18364,3711,15189,7119,2505,11539,3739,17751,12129,19640,9658,16025,3862,4941,18055,4507,14423,8347,19845,12966,10225
18365,9580,17609,13405,18326,18121,14084,17120,14277,13666,4872,19253,4976,19335,5612,14265,19036,14700,17296,4616,4339
18366,9433,9694,19359,9401,16624,7534,7626,10404,7974,17019,15404,3723,8558,10312,197,16226,11053,13121,9107,6833
18367,19078,12879,12178,3229,1530,15717,8359,11281,10432,2134,10801,3796,11810,4209,16563,18330,11350,19721,10899,15623
18368,3342,17137,13944,1808,9807,6081,567,1687,19124,13239,10043,11586,2635,2944,2196,12202,13689,6811,3034,7977
18369,14533,8394,18977,13550,19054,6512,10726,8280,11023,13268,12289,1102,3133,14240,9245,422,17540,9855,4755,8121
18370,8752,7469,2643,10637,5910,12908,11107,9538,15971,2840,12420,10091,307,533,7085,10512,10745,13112,2048,10219
18371,544,9513,7832,1171,3376,10741,9415,1659,887,11878,9885,11576,9495,10020,9480,1221,4094,4448,15469,17524
18372,16449,6512,19063,7432,11484,14547,10807,15525,5575,6284,12450,5443,7632,2938,3807,1959,3494,13464,5693,1035
18373,2690,8240,13905,12991,16331,5221,8356,12728,825,5381,2933,6977,9129,13941,6939,11057,15978,10327,2801,3839
18374,10972,10455,18769,6077,13202,14426,5102,953,16487,17169,14233,7030,3185,5676,1927,9217,4903,4209,14517,2429
18375,9016,6023,18579,15875,6414,15008,4976,16626,5595,14325,13097,16882,2934,7928,11711,18968,4351,19289,6723,18105
18376,17694,7310,11677,3538,1749,10562,11503,6925,7544,6771,13660,8211,16503,19022,12436,12338,17582,16209,18822,19270
18377,3199,15289,9553,10927,8910,8532,16331,2934,3623,9235,11608,5414,4166,16957,7544,9475,14412,1063,11426,15010
18378,17580,11969,9491,2298,16632,15449,5365,19117,854,13279,17017,2030,6052,1890,7407,16788,6751,18230,3296,3023
18379,12612,19661,18698,1419,6887,18005,19824,18377,14925,7716,10450,15632,9703,6694,13689,9914,19795,16483,2066,8645
18380,1512,14773,4012,13306,7462,11835,9201,10164,7774,4804,7210,18695,3901,16231,11320,19187,4042,10487,18898,8127
18381,19558,496,7396,18946,11161,9466,9411,9218,7279,3603,2128,5579,19861,6862,3511,2765,6622,1528,6096,2143
18382,8423,17859,1013,9235,14041,5002,13825,4921,10203,8900,15029,533,6108,7886,7483,7756,462,2954,5856,10387
18383,10750,4282,9596,6281,1621,13885,4760,14341,14155,2126,7828,12119,13746,4021,8483,6830,3460,5241,13181,17760
18384,11472,14864,3248,1251,12971,3573,4751,13505,6441,18416,12514,4027,6038,18534,17693,4160,7657,1534,6097,14243
18385,8215,10211,17739,12893,2726,4942,6271,13979,19642,13111,19152,9248,3119,11739,12304,11662,8333,1522,15890,3745
18386,11546,6774,18860,5840,9261,16972,12242,11909,4647,8776,17390,4743,9972,18760,16800,4694,19689,3930,9244,19953
18387,8147,8423,9424,3627,12037,7475,16029,11905,3720,2421,19469,5609,8772,9152,13340,12122,16932,13913,15140,6161
18388,11384,6777,7224,12181,13334,16513,8015,16316,19559,11871,677,19702,4061,5870,4530,6195,18542,3134,16103,865
18389,7276,2419,9463,3276,18355,18918,5065,6694,5309,18226,5153,19873,19571,6555,12545,2540,4537,18155,9376,7406
18390,13449,16639,6111,15607,12562,14818,19350,15769,17319,18691,12494,18309,2088,14601,17915,2113,18039,15612,12263,2821
18391,16159,9923,6440,7051,917,1196,9394,18817,1424,18752,19126,6838,15703,19198,3765,13788,14613,12128,13698,7299
18392,1630,13450,3582,15393,3600,15524,7527,9787,9258,18746,10885,16176,15890,13278,9485,17782,6360,5565,7836,12436
18393,2953,16096,17298,14206,14944,11647,9774,8841,18268,7657,8308,8425,12300,3606,15348,19003,9541,3185,16248,9114
18394,18042,11063,12986,16658,10606,15205,2208,7772,11664,5269,6690,12265,13656,13496,17703,9429,4783,11886,17292,4472
18395,11739,8620,15840,5372,18297,16807,10842,11147,2110,4938,12843,6090,17792,15422,14773,9121,9587,3125,8392,8305
18396,9656,11741,5420,8727,9268,10228,10889,8727,11128,3733,12912,13016,8993,7091,10476,10690,11387,8637,19860,3464
18397,11276,5999,2410,275,1164,5673,19043,11052,7385,11073,11740,17084,6771,5048,8299,7474,12603,12359,15827,552
18398,19560,8454,12720,2859,12432,1625,15497,1592,6506,793,9290,10617,18103,3152,17568,17687,7458,19985,11381,17759
