"position","G_2035BALd7_S1-cons","G_2073BALd7_S0-cons","G_2078BALd7_S0-cons","G_2081BALd7_S4-cons","G_7960BALd7_S0-cons","G_7970BALd7_S7-cons","G_7971BALd7_S0-cons","G_7992BALd7_S0-cons","G_BRSVSweden620p4_S0-cons"
7738,52,350,555,29,613,41,998,275,1450
7739,51,361,573,29,632,41,1017,280,1462
7740,49,332,546,25,593,38,939,255,1286
7741,47,324,537,25,587,38,925,249,1255
7742,47,323,531,25,575,39,928,247,1257
7743,49,322,533,25,576,38,929,247,1255
7744,49,322,538,25,576,38,928,245,1254
7745,49,321,535,25,565,38,916,247,1243
7746,48,319,532,25,554,37,907,247,1226
7747,48,323,531,26,561,38,918,248,1217
7748,43,297,492,26,522,36,837,230,1057
7749,43,294,488,26,522,36,847,231,1064
7750,43,296,486,27,535,37,863,234,1063
7751,43,301,492,26,537,36,862,233,1062
7752,43,293,483,28,521,36,858,229,1061
7753,43,292,487,28,523,34,860,230,1052
7754,43,302,490,29,522,34,864,237,1057
7755,43,299,487,29,522,34,860,234,1054
7756,43,298,488,30,525,32,870,232,1055
7757,42,301,490,30,524,33,869,231,1026
7758,41,293,476,30,514,32,854,228,994
7759,40,287,469,30,503,30,840,223,966
7760,41,291,469,30,505,30,846,222,967
7761,41,286,448,30,489,30,834,221,939
7762,43,308,472,31,542,30,918,240,987
7763,41,302,467,31,537,29,911,238,958
7764,42,297,469,30,538,28,933,234,954
7765,43,300,468,31,562,29,939,239,965
7766,43,300,470,30,564,29,922,238,948
7767,48,320,520,31,622,31,999,252,1026
7768,47,324,522,32,622,31,1005,248,1028
7769,47,327,517,32,625,31,1006,250,1030
7770,54,412,622,36,794,34,1262,294,1195
7771,51,393,602,34,764,33,1194,276,1112
7772,55,405,610,36,781,33,1237,285,1132
7773,53,407,611,36,780,33,1236,286,1122
7774,52,405,600,36,772,32,1218,277,1094
7775,52,406,598,36,768,32,1214,279,1093
7776,50,388,571,34,747,31,1171,269,1010
7777,49,388,568,34,753,31,1169,264,1005
7778,50,389,568,34,757,31,1164,268,1002
7779,44,370,539,32,704,29,1105,252,891
7780,45,372,531,32,695,29,1100,252,885
7781,46,368,532,30,697,29,1097,256,882
7782,47,369,534,30,699,29,1092,256,885
7783,47,368,530,30,700,29,1099,257,884
7784,47,367,533,29,701,29,1101,255,881
7785,47,368,537,28,701,29,1104,254,887
7786,48,374,537,29,706,29,1118,258,900
7787,48,384,545,30,731,30,1145,260,931
7788,49,387,541,29,731,29,1146,261,925
7789,49,392,549,30,753,31,1174,260,941
7790,48,392,550,27,757,30,1175,266,941
7791,48,395,544,28,754,31,1172,266,937
7792,47,397,547,29,757,31,1175,265,945
7793,46,398,548,29,760,31,1176,264,937
7794,45,400,546,29,759,30,1172,263,944
7795,46,399,539,30,762,31,1165,262,941
7796,46,394,545,30,755,30,1162,261,927
7797,46,396,551,30,756,31,1171,258,934
7798,45,393,547,29,756,31,1163,261,930
7799,45,394,547,29,754,31,1166,261,923
7800,46,394,538,30,751,31,1169,259,920
7801,46,395,533,29,757,31,1168,256,931
7802,45,394,537,29,758,31,1173,257,930
7803,46,398,549,28,765,31,1176,261,947
7804,48,404,548,28,771,31,1189,260,952
7805,48,407,553,30,767,30,1198,260,951
7806,51,419,565,31,782,30,1221,271,979
7807,53,429,568,31,790,30,1239,280,1005
7808,53,429,575,31,798,29,1251,278,1015
7809,53,430,574,31,793,29,1254,278,1017
7810,53,428,570,30,789,29,1252,279,1012
7811,53,430,573,31,795,29,1255,276,1014
7812,53,430,572,31,801,29,1262,277,1017
7813,52,432,571,32,800,28,1252,273,1016
7814,51,429,567,31,810,28,1260,272,1009
7815,51,426,569,32,805,28,1252,271,997
7816,51,426,568,32,801,27,1251,273,996
7817,51,427,571,32,813,29,1265,271,1005
7818,51,422,573,32,807,29,1274,271,1000
7819,51,431,571,32,810,29,1277,276,1018
7820,51,435,576,32,815,30,1277,277,1029
7821,51,438,581,32,824,30,1294,271,1032
7822,51,441,574,31,825,30,1293,274,1022
7823,51,443,579,32,838,31,1312,276,1030
7824,50,452,580,32,847,31,1320,278,1040
7825,50,449,583,32,847,31,1319,278,1036
7826,50,451,583,32,843,31,1318,279,1029
7827,46,449,579,32,828,31,1302,275,1008
7828,47,450,584,32,837,31,1309,280,1180
7829,47,454,590,32,841,30,1312,283,1191
7830,47,449,590,29,835,30,1301,283,1172
7831,48,452,591,31,844,30,1310,285,1188
7832,47,447,593,31,836,30,1305,285,1175
7833,48,445,587,31,834,29,1305,284,1164
7834,48,448,592,32,840,28,1309,280,1162
7835,48,447,587,32,844,30,1308,280,1172
7836,51,454,589,32,848,29,1313,283,1167
7837,50,458,583,33,855,29,1321,283,1167
7838,50,458,583,33,860,29,1318,282,1158
7839,48,457,583,32,855,29,1321,278,1141
7840,48,456,577,31,852,29,1318,279,1157
7841,47,459,583,31,855,29,1320,280,1164
7842,47,458,585,31,855,29,1317,281,1176
7843,48,461,588,32,855,29,1317,278,1176
7844,49,458,591,32,854,29,1321,276,1188
7845,49,461,597,32,863,29,1326,278,1202
7846,49,453,590,32,855,28,1309,272,1183
7847,48,449,591,32,863,28,1322,270,1171
7848,49,456,595,32,871,28,1347,276,1186
7849,47,458,594,32,865,29,1345,274,1187
7850,48,457,600,32,874,27,1352,276,1188
7851,49,462,601,32,884,27,1358,278,1183
7852,48,455,598,31,876,27,1348,272,1172
7853,46,458,602,31,879,27,1350,274,1166
7854,48,457,591,31,873,27,1335,274,1146
7855,47,453,588,29,871,27,1340,274,1137
7856,49,442,592,29,875,27,1335,263,1132
7857,49,445,592,28,872,27,1334,269,1128
7858,50,447,594,29,871,26,1336,270,1138
7859,49,448,592,30,863,28,1328,271,1226
7860,44,445,601,30,866,27,1323,272,1217
7861,47,454,611,30,889,27,1358,264,1209
7862,45,451,609,30,889,27,1356,270,1193
7863,47,449,610,30,889,27,1363,269,1193
7864,47,448,607,30,890,27,1364,267,1192
7865,46,444,605,29,886,27,1351,267,1177
7866,45,448,607,29,888,27,1346,265,1186
7867,45,446,608,29,889,27,1352,264,1191
7868,43,449,609,30,895,27,1351,270,1183
7869,45,447,608,30,892,27,1354,269,1176
7870,43,435,590,30,875,22,1324,258,1150
7871,43,432,585,30,876,24,1338,258,1171
7872,42,436,596,30,878,24,1329,258,1164
7873,43,436,607,30,889,24,1350,259,1189
7874,41,440,601,31,881,25,1350,260,1188
7875,43,435,599,31,882,25,1345,257,1173
7876,43,435,597,31,874,25,1343,258,1179
7877,43,437,606,31,868,26,1343,255,1175
7878,42,440,608,31,877,26,1337,258,1166
7879,42,440,601,31,878,26,1332,258,1164
7880,38,437,600,31,855,26,1311,250,1146
7881,40,433,590,31,855,26,1313,252,1144
7882,38,432,577,31,852,25,1305,246,1126
7883,37,431,577,31,855,25,1308,245,1127
7884,36,431,579,31,854,25,1299,247,1117
7885,37,438,583,31,855,26,1305,245,1123
7886,38,434,584,31,850,25,1301,246,1117
7887,38,429,578,31,847,25,1288,244,1094
7888,39,443,585,31,852,25,1301,244,1116
7889,39,445,584,31,852,26,1302,245,1126
7890,39,444,587,31,846,26,1294,247,1128
7891,39,444,591,31,844,26,1302,248,1134
7892,35,443,583,31,841,26,1290,246,1145
7893,35,440,582,31,832,26,1284,245,1135
7894,35,439,582,31,827,26,1273,244,1135
7895,35,434,578,31,829,25,1271,244,1126
7896,35,433,578,31,836,26,1272,247,1127
7897,35,429,578,32,838,26,1258,242,1130
7898,34,425,574,32,830,25,1254,242,1141
7899,33,423,570,32,812,25,1241,241,1131
7900,33,428,564,32,816,25,1238,239,1140
7901,33,428,564,32,809,25,1241,237,1119
7902,33,429,571,32,816,25,1253,243,1137
7903,33,427,571,32,815,25,1251,244,1140
7904,33,434,570,34,835,25,1262,253,1172
7905,31,428,574,34,824,25,1251,249,1162
7906,33,437,579,35,837,26,1257,250,1187
7907,33,441,580,35,838,26,1267,255,1190
7908,32,439,584,35,834,26,1271,255,1184
7909,33,439,585,35,828,26,1267,255,1185
7910,33,439,585,35,825,26,1266,254,1188
7911,33,437,582,35,822,27,1269,254,1189
7912,33,439,572,35,826,27,1269,250,1179
7913,33,432,567,35,810,27,1246,239,1170
7914,33,434,564,35,808,27,1236,241,1170
7915,33,422,555,34,790,27,1215,233,1144
7916,33,432,560,34,798,27,1228,232,1152
7917,33,434,568,34,803,27,1232,238,1168
7918,33,433,564,34,805,28,1231,237,1164
7919,33,431,558,34,799,28,1229,236,1167
7920,33,436,565,33,804,28,1232,237,1172
7921,33,436,565,34,804,28,1242,232,1179
7922,33,436,567,34,802,28,1240,236,1185
7923,35,446,570,35,826,29,1259,237,1206
7924,37,449,571,37,820,29,1249,232,1187
7925,35,438,554,37,815,29,1237,235,1194
7926,35,441,566,37,824,29,1240,235,1199
7927,35,435,561,37,823,29,1232,236,1188
7928,36,440,561,37,823,29,1241,235,1202
7929,36,434,560,37,826,29,1233,236,1192
7930,36,442,562,37,824,29,1238,238,1201
7931,37,441,566,37,828,29,1241,238,1220
7932,34,422,534,36,787,28,1184,231,1157
7933,33,419,533,36,786,28,1183,230,1152
7934,35,430,540,35,800,28,1202,235,1180
7935,35,429,536,35,800,29,1202,237,1181
7936,35,431,547,35,813,29,1224,239,1207
7937,35,429,544,35,798,28,1189,234,1193
7938,34,429,551,34,800,28,1181,236,1177
7939,36,427,549,35,808,28,1187,235,1206
7940,38,429,549,35,807,28,1175,238,1199
7941,38,429,546,35,804,29,1174,237,1200
7942,36,433,557,35,799,29,1173,235,1205
7943,36,428,559,35,758,27,1132,233,1183
7944,36,427,561,35,751,26,1130,233,1184
7945,36,414,552,35,736,27,1117,232,1170
7946,35,416,552,35,740,27,1121,229,1171
7947,32,413,542,35,716,27,1102,227,1151
7948,34,407,545,35,718,25,1097,234,1140
7949,36,404,549,36,721,27,1102,233,1145
7950,35,410,537,36,719,26,1101,229,1155
7951,35,405,539,36,706,27,1103,227,1143
7952,33,401,543,35,702,27,1098,233,1142
7953,34,403,534,35,711,27,1100,236,1146
7954,33,403,542,35,700,27,1095,233,1151
7955,34,397,535,35,699,27,1089,232,1139
7956,33,398,546,35,696,27,1097,230,1127
7957,34,395,533,35,679,27,1078,227,1129
7958,31,383,523,34,676,27,1055,224,1122
7959,32,381,522,34,670,27,1049,225,1131
7960,28,385,520,34,669,27,1048,225,1129
7961,28,380,517,34,668,27,1042,226,1125
7962,28,384,522,34,665,27,1047,222,1126
7963,28,381,514,34,666,26,1042,224,1126
7964,27,382,515,33,663,27,1048,224,1117
7965,27,383,525,34,670,28,1054,225,1138
7966,27,384,527,34,664,29,1044,227,1126
7967,27,381,524,34,660,29,1043,223,1137
7968,28,384,525,34,662,29,1041,225,1142
7969,27,383,527,34,669,29,1043,224,1146
7970,28,384,527,34,663,29,1044,226,1145
7971,28,386,525,34,664,29,1037,227,1151
7972,27,384,522,34,665,30,1034,225,1135
7973,28,376,514,33,665,30,1014,221,1098
7974,28,375,501,32,641,28,982,219,1086
7975,29,370,503,33,641,27,985,219,1087
7976,29,373,506,34,655,28,1000,221,1096
7977,29,375,508,34,665,30,1023,219,1100
7978,29,375,508,33,663,30,1013,220,1107
7979,29,363,509,32,659,30,1004,214,1094
7980,30,372,512,32,662,30,1001,220,1109
7981,30,373,519,33,658,30,1003,222,1128
7982,31,371,525,33,665,29,997,224,1129
7983,32,375,520,33,662,29,996,226,1132
7984,31,370,518,33,666,29,996,224,1126
7985,32,348,510,33,635,28,953,220,1053
7986,26,339,491,32,597,28,911,210,1000
7987,26,333,484,31,581,28,877,211,983
7988,25,330,487,31,572,28,857,211,992
7989,26,331,486,31,571,28,859,209,986
7990,26,319,474,28,554,26,833,208,960
7991,25,320,471,29,538,26,815,204,948
7992,25,319,469,29,544,26,815,204,938
7993,26,319,469,30,541,26,814,209,934
7994,26,320,473,30,548,26,816,209,944
7995,26,313,469,30,546,26,823,213,919
7996,27,312,457,29,546,27,814,209,885
7997,28,308,459,29,545,27,813,210,880
7998,28,311,457,29,541,27,813,209,874
7999,26,303,455,29,540,26,814,209,878
8000,27,303,450,28,535,26,810,210,869
8001,27,307,452,27,541,27,806,210,863
8002,27,309,448,27,545,25,813,210,867
8003,27,296,447,27,534,24,785,211,842
8004,29,295,446,27,534,24,784,204,835
8005,28,288,445,28,513,25,760,201,787
8006,28,290,444,29,512,25,757,204,794
8007,27,289,454,29,522,27,770,207,791
8008,25,288,452,28,522,28,754,208,774
8009,25,288,451,27,523,28,753,209,771
8010,25,288,452,27,510,27,746,207,764
8011,25,284,440,27,509,28,744,207,757
8012,24,282,444,27,513,28,738,207,768
8013,23,277,433,27,496,24,721,201,741
8014,23,273,433,27,491,25,720,203,739
8015,23,271,425,27,493,24,709,201,721
8016,23,259,397,27,462,21,638,188,666
8017,22,261,399,27,453,21,630,189,675
8018,22,261,407,27,456,21,633,188,690
8019,22,258,406,27,456,21,633,193,692
8020,22,253,405,27,456,20,630,191,692
8021,21,252,403,27,454,19,627,194,699
8022,22,257,406,27,454,19,628,196,698
8023,22,259,402,27,457,19,623,194,698
8024,22,258,402,27,458,19,622,192,700
8025,22,258,389,27,443,19,617,190,696
8026,22,254,396,27,448,19,619,187,695
8027,24,257,399,27,456,19,627,192,701
8028,23,257,401,27,454,19,620,194,707
8029,24,265,413,28,475,19,658,195,759
8030,24,260,414,28,475,20,657,201,763
8031,24,275,437,30,498,20,700,209,809
8032,25,274,438,31,493,20,698,204,812
8033,25,272,436,31,514,20,709,208,812
8034,25,284,451,32,527,20,727,208,851
8035,24,284,449,32,518,20,726,208,844
8036,24,281,450,31,512,20,715,210,840
8037,24,282,449,31,510,20,717,207,832
8038,24,268,434,31,494,20,675,207,813
8039,24,269,440,31,517,20,704,210,850
8040,24,268,432,31,503,19,694,206,842
8041,24,268,436,32,511,23,693,207,835
8042,24,272,440,32,514,23,696,208,837
8043,22,271,440,32,506,23,672,214,837
8044,23,276,442,32,513,23,678,213,848
8045,23,270,446,32,512,23,682,213,846
8046,23,280,455,32,518,23,698,219,864
8047,23,284,457,32,517,23,702,218,867
8048,23,280,443,31,500,22,668,212,842
8049,19,273,436,30,490,23,648,206,827
8050,19,267,436,29,486,23,642,205,824
8051,19,269,433,29,487,23,647,205,826
8052,20,279,446,29,491,24,665,210,858
8053,20,278,444,29,496,24,663,210,861
8054,24,308,491,34,571,29,772,235,979
8055,23,314,495,36,592,27,782,237,984
8056,23,315,495,36,591,28,780,239,984
8057,22,327,499,36,610,29,800,240,1011
8058,22,322,500,36,603,28,793,241,1016
8059,26,325,516,36,628,31,842,246,1073
8060,26,331,515,36,626,31,839,248,1072
8061,25,333,516,36,625,31,826,246,1074
8062,24,335,516,36,625,31,831,253,1082
8063,24,323,501,34,612,31,806,245,1058
8064,24,325,508,34,608,31,818,244,1075
8065,24,323,501,33,611,30,816,245,1070
8066,24,320,512,34,607,32,821,246,1065
8067,24,321,507,34,608,32,824,247,1073
8068,24,319,503,32,598,32,814,240,1075
8069,23,317,502,33,606,32,816,243,1075
8070,23,318,500,34,602,32,813,244,1072
8071,23,315,502,34,602,30,808,246,1077
8072,24,311,504,33,597,30,809,242,1059
8073,27,317,507,34,601,29,823,247,1074
8074,31,341,537,36,634,29,885,254,1160
8075,32,345,546,36,634,30,885,258,1163
8076,32,343,545,36,628,29,879,252,1159
8077,32,345,541,36,626,29,887,257,1165
8078,32,345,541,36,627,29,885,260,1176
8079,32,346,547,36,630,29,892,258,1178
8080,32,340,545,36,630,29,894,258,1182
8081,32,346,541,36,628,29,896,257,1173
8082,32,339,546,36,621,29,893,254,1167
8083,33,335,540,37,604,29,874,259,1146
8084,33,339,544,38,606,29,877,261,1146
8085,33,333,542,38,606,29,878,256,1151
8086,33,335,546,38,608,29,876,262,1145
8087,34,336,554,38,622,28,894,261,1167
8088,36,350,572,37,629,29,918,261,1185
8089,36,350,564,37,634,28,923,262,1191
8090,36,353,566,37,634,27,928,260,1197
8091,36,352,568,37,636,28,934,264,1197
8092,36,349,570,38,634,29,932,261,1202
8093,36,360,577,37,640,29,941,263,1214
8094,36,359,582,38,641,29,941,260,1214
8095,36,358,580,38,642,29,944,261,1222
8096,36,357,572,38,640,29,937,255,1212
8097,36,359,570,38,642,28,943,258,1203
8098,36,361,576,38,647,28,941,254,1220
8099,36,360,584,38,647,28,950,257,1230
8100,36,355,579,38,644,30,943,252,1219
8101,37,361,588,39,649,30,950,261,1226
8102,38,358,582,39,643,29,950,260,1219
8103,38,362,586,39,642,29,955,261,1222
8104,39,368,589,39,649,29,962,263,1227
8105,39,368,592,39,657,30,979,266,1250
8106,39,361,590,39,652,29,975,263,1245
8107,39,359,583,39,651,28,971,263,1238
8108,39,364,585,39,650,29,967,264,1233
8109,39,361,591,39,643,29,971,266,1247
8110,39,359,584,39,647,29,967,263,1231
8111,39,359,574,39,632,29,946,261,1228
8112,40,360,581,39,632,29,955,260,1239
8113,40,357,579,40,632,29,954,260,1232
8114,38,355,585,39,640,30,962,256,1247
8115,38,357,592,40,645,31,965,259,1252
8116,38,356,599,40,648,33,962,266,1263
8117,38,353,593,39,647,32,958,261,1252
8118,36,354,596,39,648,33,965,266,1257
8119,37,357,599,39,647,33,960,265,1259
8120,37,349,601,38,650,32,956,261,1247
8121,37,349,599,38,653,33,963,262,1261
8122,38,349,599,39,645,31,962,261,1248
8123,33,350,585,37,620,33,931,257,1229
8124,32,347,579,36,616,32,930,260,1218
8125,33,346,582,37,608,33,929,254,1210
8126,34,347,590,38,625,34,961,261,1237
8127,34,353,589,38,632,33,959,259,1244
8128,34,346,592,38,632,34,958,257,1238
8129,34,348,590,38,629,34,962,258,1243
8130,34,355,598,38,624,34,964,260,1257
8131,34,354,598,38,632,35,982,260,1269
8132,34,356,599,36,627,34,981,262,1272
8133,34,353,593,36,628,33,977,257,1268
8134,34,348,593,36,625,34,975,256,1260
8135,32,345,584,35,610,32,948,252,1240
8136,33,346,591,35,617,33,951,253,1249
8137,33,348,596,35,618,33,955,251,1256
8138,33,350,595,35,623,33,950,254,1263
8139,33,344,592,35,620,33,951,250,1252
8140,33,343,585,35,605,32,938,250,1232
8141,33,342,588,35,607,32,948,250,1244
8142,33,349,596,36,608,32,947,249,1242
8143,33,346,594,35,604,32,950,249,1234
8144,34,343,596,36,609,32,949,250,1239
8145,34,342,595,36,598,32,947,249,1221
8146,35,348,612,36,611,31,958,249,1232
8147,36,348,612,36,611,32,956,246,1243
8148,36,349,612,35,611,32,957,249,1244
8149,35,353,633,37,631,32,979,251,1290
8150,35,350,634,38,629,33,973,254,1277
8151,35,356,638,38,630,33,976,257,1283
8152,35,356,638,38,629,33,969,253,1280
8153,35,352,633,38,629,33,976,251,1276
8154,35,355,638,38,627,31,978,253,1277
8155,34,351,626,38,607,32,965,250,1255
8156,34,346,613,38,592,32,944,243,1238
8157,34,344,618,38,600,32,950,247,1243
8158,33,334,591,34,573,32,922,238,1191
8159,36,339,597,34,587,32,938,239,1215
8160,36,337,599,34,587,32,935,237,1209
8161,36,334,599,34,585,32,936,238,1215
8162,35,336,596,33,586,32,935,238,1209
8163,35,339,599,34,578,32,935,237,1204
8164,35,340,595,34,579,32,934,235,1199
8165,35,340,595,34,577,32,933,237,1204
8166,35,336,598,34,577,32,930,238,1196
8167,35,333,598,34,580,31,928,234,1194
8168,35,332,590,32,571,33,918,234,1184
8169,35,328,591,30,566,34,911,232,1175
8170,35,327,593,29,570,34,914,233,1178
8171,35,326,583,29,564,33,899,235,1187
8172,35,329,591,30,563,34,900,236,1184
8173,35,327,589,30,562,35,909,236,1187
8174,36,330,596,29,569,35,914,238,1215
8175,35,336,598,31,570,35,917,235,1218
8176,35,339,597,30,564,35,915,238,1212
8177,35,338,599,30,564,35,915,237,1214
8178,34,333,599,30,558,34,906,239,1204
8179,35,339,600,31,566,34,918,233,1224
8180,35,340,600,31,561,35,921,236,1222
8181,35,343,609,31,573,35,925,235,1248
8182,35,346,612,32,575,33,936,237,1264
8183,35,341,609,31,574,34,929,234,1253
8184,35,348,617,31,583,35,949,238,1273
8185,35,349,624,30,581,35,952,235,1276
8186,35,351,625,31,586,35,942,237,1284
8187,35,362,640,30,603,35,964,243,1315
8188,33,357,637,31,593,33,946,234,1288
8189,33,357,634,33,595,34,944,237,1287
8190,32,351,632,33,590,34,937,238,1268
8191,30,350,619,33,581,33,929,232,1260
8192,30,351,624,33,579,35,928,233,1271
8193,29,345,611,32,576,34,920,231,1251
8194,29,345,613,32,578,34,927,227,1257
8195,29,343,615,33,579,33,916,228,1245
8196,30,341,609,32,555,35,896,227,1238
8197,29,341,608,32,561,35,902,225,1234
8198,31,345,611,33,569,34,909,226,1253
8199,31,352,621,33,573,34,920,230,1269
8200,32,350,623,32,571,35,926,229,1271
8201,31,352,620,33,572,34,918,225,1271
8202,32,354,626,33,574,33,920,227,1281
8203,33,357,627,34,578,32,931,228,1286
8204,35,360,628,33,593,33,940,232,1307
8205,36,397,651,38,646,35,1016,255,1430
8206,36,397,658,38,647,36,1012,251,1426
8207,36,394,658,38,645,36,1020,253,1430
8208,36,386,652,38,631,36,1012,249,1416
8209,36,398,675,38,666,37,1077,263,1537
8210,36,397,673,38,663,35,1075,262,1534
8211,37,395,682,38,666,35,1082,263,1563
8212,37,390,671,37,659,35,1072,261,1552
8213,37,388,662,38,642,36,1059,257,1533
8214,37,394,646,38,659,40,1056,257,1561
8215,35,393,645,38,656,40,1046,258,1556
8216,35,394,645,38,651,38,1050,255,1555
8217,35,392,642,38,652,38,1048,258,1544
8218,36,382,621,37,619,39,1008,244,1506
8219,36,381,615,37,619,38,1010,240,1520
8220,35,383,617,37,620,36,1012,244,1516
8221,35,383,621,37,624,37,1021,249,1525
8222,35,380,626,36,619,36,1018,246,1519
8223,35,371,615,35,604,34,1002,236,1487
8224,35,373,615,35,601,37,1003,238,1499
8225,35,374,613,35,600,36,1004,238,1504
8226,35,366,612,33,594,35,1008,239,1501
8227,35,384,635,38,601,35,1021,246,1502
8228,36,377,626,39,590,35,1018,244,1492
8229,36,375,622,39,592,37,1020,246,1497
8230,37,384,627,37,597,37,1029,248,1529
8231,36,380,627,38,586,38,1026,246,1520
8232,36,379,631,39,584,37,1018,245,1526
8233,36,380,632,38,583,37,1021,249,1531
8234,36,382,628,38,590,38,1020,248,1539
8235,36,383,630,37,591,38,1020,252,1542
8236,36,383,627,37,595,38,1020,251,1541
8237,36,383,630,38,591,38,1021,250,1541
8238,36,380,631,37,591,37,1022,251,1544
8239,36,382,638,41,596,38,1015,254,1534
8240,36,382,634,41,599,39,1022,256,1537
8241,36,382,633,41,598,39,1020,253,1540
8242,36,380,632,41,597,39,1019,254,1537
8243,36,387,620,38,591,38,1011,252,1547
8244,36,382,620,38,587,39,1015,254,1546
8245,36,383,619,37,591,39,1015,252,1540
8246,36,386,619,38,591,38,1016,255,1544
8247,36,385,623,38,591,39,1017,252,1550
8248,36,388,621,38,598,39,1021,251,1543
8249,36,392,625,37,603,40,1022,254,1548
8250,37,397,636,37,613,38,1044,255,1562
8251,37,394,630,36,612,38,1041,256,1566
8252,36,392,623,38,613,38,1050,256,1573
8253,36,394,629,36,611,37,1047,259,1577
8254,36,398,631,38,618,39,1041,257,1573
8255,36,396,630,36,612,38,1049,258,1587
8256,36,397,636,38,612,36,1045,257,1581
8257,36,399,642,38,622,37,1062,259,1599
8258,35,394,636,37,615,35,1059,258,1588
8259,34,395,642,38,604,33,1056,258,1588
8260,34,397,640,37,607,35,1060,257,1600
8261,34,401,639,39,607,35,1059,258,1597
8262,33,399,643,39,608,35,1056,257,1601
8263,33,401,641,38,611,34,1048,255,1603
8264,33,400,649,37,615,34,1058,253,1606
8265,33,400,643,35,607,36,1055,255,1615
8266,33,402,645,35,609,36,1057,259,1616
8267,33,417,677,38,659,34,1123,274,1753
8268,33,412,668,36,648,32,1102,266,1741
8269,33,408,665,37,650,33,1100,265,1736
8270,33,406,672,38,649,32,1095,265,1729
8271,34,408,669,39,648,31,1092,269,1740
8272,34,420,691,45,663,31,1131,272,1782
8273,34,418,685,43,667,32,1130,268,1794
8274,34,422,690,44,666,31,1130,265,1789
8275,34,417,688,43,668,33,1135,263,1787
8276,31,399,664,42,650,30,1096,261,1700
8277,31,406,671,41,657,31,1113,267,1729
8278,31,404,661,39,645,30,1108,265,1726
8279,30,402,669,40,643,30,1108,268,1719
8280,30,412,686,41,662,31,1134,271,1757
8281,30,407,674,40,657,32,1124,269,1734
8282,34,434,715,43,707,34,1185,280,1847
8283,34,432,700,42,700,34,1179,280,1833
8284,35,435,714,43,711,33,1206,283,1855
8285,35,437,718,44,715,34,1214,285,1861
8286,36,431,707,43,702,34,1205,282,1848
8287,36,428,707,45,702,35,1202,284,1853
8288,36,428,711,44,700,34,1211,285,1867
8289,36,427,702,45,692,33,1191,278,1829
8290,37,435,711,44,701,33,1215,286,1861
8291,37,401,673,41,678,33,1162,271,1764
8292,37,406,685,44,682,33,1190,275,1806
8293,36,409,688,43,690,33,1183,272,1795
8294,36,412,687,43,691,33,1180,274,1796
8295,36,410,689,44,690,34,1176,274,1788
8296,36,412,688,43,699,33,1187,275,1817
8297,36,415,703,45,721,33,1200,280,1849
8298,37,431,712,46,732,34,1228,284,1902
8299,37,446,746,45,764,36,1273,303,1952
8300,37,449,750,45,770,37,1288,298,1966
8301,33,448,753,46,765,38,1295,302,1972
8302,34,461,770,46,780,37,1324,313,2022
8303,34,460,774,46,779,37,1329,317,2025
8304,34,463,772,46,776,37,1328,318,2027
8305,34,460,764,45,771,33,1325,318,2017
8306,32,450,754,45,758,35,1287,315,1986
8307,33,450,752,45,762,36,1288,315,1981
8308,33,443,719,45,733,32,1262,299,1942
8309,33,443,721,45,741,33,1253,294,1936
8310,33,438,711,44,738,31,1249,292,1923
8311,32,437,709,44,733,33,1243,293,1918
8312,32,444,713,44,747,34,1256,295,1931
8313,32,448,720,45,751,35,1263,304,1966
8314,32,454,724,45,758,34,1272,302,1979
8315,32,451,715,45,753,34,1270,304,1970
8316,32,452,728,45,760,34,1275,307,1987
8317,33,450,727,45,763,35,1282,306,1987
8318,33,451,731,45,764,35,1283,308,1983
8319,33,449,727,45,769,34,1282,306,1997
8320,33,451,728,45,783,34,1287,310,2003
8321,33,450,731,45,784,34,1288,310,2007
8322,31,447,717,45,773,34,1275,304,1979
8323,32,453,729,45,780,34,1290,309,2001
8324,32,452,726,44,789,34,1293,306,2016
8325,32,452,731,44,797,33,1296,307,2019
8326,32,453,731,44,793,34,1297,308,2022
8327,32,449,724,44,797,32,1291,308,2025
8328,32,449,732,44,783,34,1291,305,2021
8329,33,455,728,44,794,33,1309,304,2043
8330,33,455,711,43,791,33,1299,303,2032
8331,33,456,717,43,794,34,1297,303,2038
8332,31,455,715,43,795,33,1291,305,2039
8333,31,455,712,43,800,32,1286,301,2038
8334,31,456,721,43,802,32,1293,306,2052
8335,31,458,718,43,807,32,1292,306,2049
8336,31,454,716,43,810,31,1297,303,2049
8337,28,453,717,43,803,31,1294,303,2054
8338,31,456,716,42,810,33,1297,306,2065
8339,31,446,711,41,792,33,1276,301,2036
8340,31,456,719,42,797,33,1288,301,2066
8341,31,457,713,42,800,33,1287,305,2068
8342,31,457,719,42,798,33,1287,304,2062
8343,31,456,720,42,798,33,1292,304,2072
8344,31,456,718,42,798,34,1281,303,2058
8345,31,451,717,42,798,34,1289,306,2067
8346,31,452,708,42,790,34,1284,299,2045
8347,31,451,698,41,793,33,1272,301,2025
8348,32,456,707,40,791,33,1284,302,2038
8349,32,457,702,40,788,33,1285,299,2038
8350,32,458,702,40,790,33,1288,303,2044
8351,32,456,698,40,789,33,1294,302,2040
8352,33,455,703,41,794,33,1288,307,2054
8353,33,457,709,41,800,33,1289,306,2054
8354,34,453,703,41,794,33,1280,304,2057
8355,34,455,710,41,799,34,1296,307,2068
