"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017","sim_018","sim_019","sim_020"
14697,5422,6787,5510,14566,10551,10507,13251,3418,18570,12933,2132,18063,1842,5511,3197,12787,11415,7044,1068,4886
14698,5747,13126,11302,15450,7163,7666,15346,14243,19450,16847,10661,1405,4195,1311,10944,18739,5671,17610,5459,5978
14699,1686,11989,4786,17689,11301,11746,11256,10324,1621,9087,3235,19653,8446,5315,5338,12444,810,12686,15275,17595
14700,6323,9453,3302,18001,16229,13490,1642,2784,4862,13942,2888,12306,4900,5930,18279,1365,10415,2259,4672,17571
14701,2677,5220,13970,19726,17755,1542,19895,6559,699,14790,5394,1165,9094,16226,16570,9539,16778,10927,9473,16285
14702,19116,18260,4930,12872,2012,4272,11845,19628,15237,7269,303,14351,2560,7252,18325,17923,17202,5836,9626,1458
14703,6834,18009,12963,3245,830,13063,3923,12858,5651,7373,3660,865,12200,3660,17535,10280,16782,2058,16193,13002
14704,11697,16705,16557,9973,18648,16590,16901,6420,8010,2408,781,12829,12777,18624,14089,1590,4581,16073,8576,827
14705,3056,17582,3827,15449,10591,104,3745,13431,480,11987,600,5364,11920,9156,7573,11076,5698,13852,17842,8396
14706,14625,13183,8470,13956,3642,13023,1043,19464,10433,18234,5616,2829,4099,9045,4643,14417,15391,1561,18574,16016
14707,10922,11832,9378,6126,190,8552,17101,15565,11431,10011,13325,16905,14460,19571,10572,18110,6955,3657,11410,11205
14708,6505,2893,1347,12242,11574,8529,14677,14373,4284,3771,9356,5703,9327,12926,19543,10847,11717,13164,18254,9417
14709,4422,626,7670,11132,887,12853,1377,2100,10638,2049,748,18092,7583,12410,7589,15634,9073,18895,16291,11277
14710,10226,18431,4642,11641,124,19539,12535,15263,17194,7884,12051,12619,7376,16464,13524,8804,12044,12029,14272,14746
14711,2880,1260,6288,14235,18477,18930,11097,6803,14703,8143,10024,14024,8886,3755,18932,9721,6618,6098,19723,10783
14712,4044,5764,6658,1344,4606,3208,13656,7436,14683,17454,6697,14536,16221,11687,223,11391,19374,11123,12324,10874
14713,18740,19971,17527,19240,12204,18044,10456,1213,14236,8477,18212,17567,14277,11225,4602,9094,17460,17706,6425,7068
14714,8993,1708,6707,4056,16890,2756,1126,1498,5768,7266,7031,19151,6329,1006,1851,19957,2178,6671,8454,9209
14715,15343,4240,8220,1588,2531,402,3676,15329,5802,14836,2326,13068,8119,10311,19746,1973,5969,12608,974,3191
14716,18994,8278,13685,13085,18320,18322,3363,4755,5042,7731,10751,19137,9199,12590,2706,13018,14883,545,11307,7124
14717,1163,17497,5469,4882,8992,2451,7447,7566,1642,11945,14765,16891,17279,8965,4764,13799,3321,4802,16956,16072
14718,6953,9665,19223,360,14092,17133,16865,12961,2121,18072,18157,16009,8321,407,8041,6276,13974,11528,4834,13462
14719,541,2067,9635,1276,13948,9554,9765,13713,282,19450,6080,1537,733,551,18809,16325,3525,13942,1841,6089
14720,19561,8402,18965,13358,19747,6638,7654,17310,17944,19999,5757,16825,18781,2752,11857,2182,16476,17757,15017,13176
14721,11964,19913,3905,4897,304,18639,2895,6188,11814,5484,9950,6184,7342,7163,7775,15665,17540,3651,7316,754
14722,11530,8499,16203,6546,13814,19730,941,19054,8948,7647,7877,7922,11315,7663,6527,16559,19221,2733,12124,7182
14723,14620,1082,15032,486,12094,1064,12305,9194,17783,18232,230,9134,3261,7287,17160,6041,15123,16804,3080,17779
14724,10826,15873,15613,5441,3192,10454,5389,6810,798,10866,8566,17836,5372,2343,14702,19889,4188,12572,10490,6768
14725,11066,3148,11597,2412,6021,8858,14056,2965,16630,17927,8218,12180,2622,1997,11452,15832,14491,16206,15253,196
14726,4106,14057,18234,9206,1100,103,880,4867,398,17339,9673,5240,9095,19830,1117,18420,17151,7592,4881,2932
14727,7848,12870,6696,1034,5882,18043,2576,14952,8616,17403,10613,10511,2027,4820,11029,5621,5603,10863,14702,16302
14728,6697,11391,1176,10541,7619,5063,10671,5506,889,13872,4885,3225,8012,13692,17580,8466,10508,2560,19807,10180
14729,18574,12736,19807,11747,17262,2454,5187,14357,17200,16691,9194,3029,17960,17983,3510,1224,6621,17139,13575,14915
14730,11446,5340,3794,16628,14976,18630,17310,6197,6332,7087,1747,8932,6704,19529,13897,8501,8798,14984,10875,9996
14731,12617,18124,17263,181,10758,18898,11003,6661,14617,7942,14051,8250,19348,11327,15549,864,17484,17375,12267,18089
14732,3225,10076,5932,10517,15688,7045,3682,19504,641,14001,17494,18927,12445,13008,15206,18906,884,8505,819,19611
14733,19710,17697,18093,8171,10234,17220,5690,15366,18189,5526,3633,7415,18315,16042,13882,12744,10039,12324,15070,19916
14734,18374,13670,18250,6348,16846,1430,10832,14150,13336,19989,19638,4189,8254,18313,1888,3643,12623,10066,17045,18203
14735,3587,17079,15904,12365,1559,18357,11333,16049,5981,7261,8707,8084,19291,6765,12489,13180,11462,16492,18179,16604
14736,11671,7374,10489,6358,14954,13593,284,12291,5607,13136,16681,17019,18915,4766,12220,4820,8061,16424,5642,1953
14737,719,4001,10238,12866,581,14050,14436,13663,10588,6955,13669,17926,7268,9855,14705,2740,8018,18061,18926,3697
14738,10700,1986,16193,5123,2628,1735,8191,1400,441,2967,16851,5974,6787,15117,14273,15973,11669,13277,4679,9569
14739,13412,12812,15008,5000,15274,7910,17465,3399,19738,12179,12336,16502,1976,3021,9136,14886,5276,13512,10525,3813
14740,1875,18568,886,19739,11637,11238,8401,14783,1406,431,8087,6987,7408,17615,7385,19886,15385,8003,17578,8260
14741,6394,6642,18720,13461,11904,10315,7837,15640,11615,6945,12106,14256,14620,1993,5334,11099,5385,1033,14024,8306
14742,11051,17584,1108,9449,3124,1061,5870,17135,6541,19879,13343,17403,16254,19049,3951,5241,19883,14612,19045,996
14743,15152,7984,18252,6430,4559,12634,7442,8431,3152,15295,5043,7972,14448,14579,19063,16479,16546,4818,4186,10539
14744,12309,15436,8674,3262,19219,3390,4062,14071,12470,10852,13565,2446,8731,9713,17893,9247,4568,2652,11382,11358
14745,6028,726,2085,18786,17383,18830,19160,14379,3580,15409,5705,2092,9698,8559,544,8239,12751,13889,8578,7021
14746,12115,19975,12099,14662,2778,10710,14685,2324,12914,12632,8547,16692,12410,15144,1629,14121,17583,978,19994,15280
14747,18925,8160,3065,1631,14027,6721,11174,5739,11749,4657,9248,1792,9718,7490,4756,18613,19658,13205,11341,11159
14748,15045,7879,9205,3391,17472,10369,13467,1596,13462,2753,800,4906,18828,15565,19767,1380,1818,4667,16568,7447
14749,14990,14762,16278,7003,829,15847,1681,14794,17662,945,6591,4731,13099,14233,16737,14691,12691,14558,8439,16111
14750,3267,19678,13975,8892,5976,9393,17795,15673,18708,6864,4924,5218,3622,13942,16047,10197,6353,4295,19465,167
14751,7930,14651,8258,13774,18455,1356,19269,15272,8408,11032,18856,18462,16032,6308,3058,18318,18349,948,656,17045
14752,12381,6825,329,16432,7624,6500,8273,7848,6776,12608,2919,16020,9986,5489,8845,6750,7681,4295,16843,1935
14753,5234,3294,19448,5324,2748,12762,3163,9244,19646,9940,7329,12424,3954,13054,19977,7717,12303,875,904,18207
14754,2499,7062,1394,2669,417,8720,902,3325,9125,17092,12455,12990,4502,493,17662,18726,17768,2744,3759,855
14755,16598,1897,18805,19831,13511,14614,16285,12196,18138,19218,6452,18326,12292,10021,13334,18187,3691,17527,12673,10254
14756,18031,6522,5891,9073,3788,18624,15369,14826,16713,3601,8976,10711,9751,2567,16307,10262,19441,16672,13230,517
14757,5086,15214,526,9661,7855,7218,6721,2353,15135,16337,6749,15124,14633,4993,9028,6014,3772,4569,8434,5328
14758,10953,18059,6794,7992,4546,7461,16273,13775,1377,1776,15083,9233,6707,2880,6026,18670,659,15429,8270,4524
14759,10658,13520,19951,433,2833,17731,17473,17228,12909,14675,1204,15006,18010,19434,8153,19469,12808,9555,16810,13634
14760,5180,6682,966,17240,7517,18882,9087,9056,1750,6510,16135,6332,6330,15336,7239,17253,5524,5898,8796,2066
14761,19601,12286,12569,3844,18652,13095,2714,11052,16567,16660,13815,4165,1849,7024,888,17299,12589,18839,16560,10146
14762,17150,17366,6944,4751,16477,5801,5606,13870,3576,6478,12171,6854,16035,332,4747,4101,1894,11632,5807,14610
14763,6250,15152,2647,16382,19519,8182,3328,5206,3433,19480,2641,7454,17050,1223,3503,16216,5503,8762,19750,18681
14764,4142,9824,5597,19483,17929,3786,4429,9916,5483,8271,16965,16820,12474,17723,18895,4265,19852,8165,14388,13669
14765,12683,3872,18925,5424,19888,9950,10827,13719,17763,329,480,19210,8657,18613,17899,15620,1353,12644,15600,7127
14766,14251,17912,19435,11898,11261,1336,15544,9646,4668,14162,10311,19618,5009,6041,6783,16758,18096,12112,19679,8036
14767,12394,6225,12440,17618,19090,10776,18334,9047,10098,10482,16231,14291,16854,5607,18371,18214,6169,9240,16925,17943
14768,18222,5926,7265,13874,17234,9371,2320,18845,1528,7668,5533,18523,18046,18692,19731,6664,11148,15085,7201,4758
14769,17527,7120,18659,8234,10226,3918,812,7846,7371,3959,11833,14012,12748,3718,14170,16586,16212,10111,9323,1376
14770,6956,11788,6784,10522,2691,9643,13729,4135,18996,14181,11914,10306,14315,17343,8360,15694,5885,9800,14463,15895
14771,7014,19415,12398,12622,18566,12353,15839,8326,15156,19601,16983,2475,16559,12875,11501,717,2955,14810,18915,3367
14772,7003,13043,10723,1337,8650,1458,17152,10932,15711,10257,13538,15613,5742,468,7470,8478,4069,14565,4695,8964
14773,13380,7469,5332,3529,4798,9442,7399,6545,13427,19832,7692,16865,12368,155,16901,15395,8190,15187,9221,15517
14774,19563,6514,1703,13528,19696,10549,10259,18647,1760,15106,8826,13125,2345,19125,9145,1089,938,3724,13448,7545
14775,10302,19170,5598,13002,11932,1081,2058,14831,3077,14695,15602,5119,8842,2439,7006,5261,16688,4645,8060,4130
14776,15896,7367,10220,15106,19097,3133,14815,17167,19725,6870,18114,16136,17891,18178,7015,9876,9046,1209,17405,18928
14777,9822,11927,1353,12951,18629,10477,3264,12343,896,9627,996,2337,11421,12444,10823,17774,10257,6346,1548,8547
14778,15247,2268,12825,16319,5745,8275,19775,18817,12300,10390,8259,2210,6323,14855,19515,6624,19771,12648,5939,17916
14779,11801,14756,4442,9574,3736,3756,18506,7588,4488,15334,17351,11713,17509,2257,10050,10601,8806,14799,17839,15481
14780,1201,10131,14422,1510,14881,5564,7641,3034,16402,6099,13789,10393,16837,12025,15734,3631,19733,16289,6737,5406
14781,10639,18503,4942,1662,7591,18925,3345,4341,12193,12455,2017,649,2853,5796,13915,2237,4907,12603,14187,13948
14782,4934,18377,10983,1917,17897,172,14201,18289,11452,19799,7121,14032,686,11685,351,17212,4287,7639,3540,14780
14783,17994,9480,2863,9675,7707,17615,16252,11591,19634,1389,8626,10027,9534,534,14551,8378,17297,16749,6577,17834
14784,10855,17369,10447,8400,2157,4540,8482,6589,18952,14659,14497,2836,16700,18900,19013,987,241,5974,1780,7043
14785,18555,9877,14408,15179,15581,11238,11474,5534,14627,14350,11551,1062,7152,5262,13377,18352,9417,15077,10238,8269
14786,2504,1890,8018,3782,12602,5880,454,14040,12099,4743,6588,5882,14796,15541,18347,17604,9212,10588,8898,6341
14787,15631,2723,16307,12942,4039,12285,14430,1848,19245,12970,16368,18043,18471,3815,12345,11801,5490,482,4200,16994
14788,17515,1009,17870,10015,6770,2453,16993,10740,18918,5993,1983,17253,6323,12296,2205,19232,6091,4913,5855,18172
14789,16374,18137,4688,4291,10985,12484,917,4041,9768,5936,12545,10004,12659,13892,14987,10324,2733,4909,13825,9490
14790,4853,12259,17292,18361,5757,9166,1330,11225,12339,14573,879,699,7586,4706,16795,5191,6694,6334,13376,1270
14791,18399,378,11400,5686,10973,10661,12233,6676,1777,11823,9699,9829,7648,3046,5989,11097,2792,11866,15749,16798
14792,8316,12833,15149,8297,14500,13040,12690,11490,6146,1195,15465,17951,2872,387,14939,16743,5480,13808,2385,16075
14793,13958,12912,13560,13392,12703,17216,17649,8411,19692,10271,14627,9682,9565,2374,4289,14674,4019,3618,14338,7037
14794,5731,2360,2131,3251,746,6761,5194,336,6710,14997,17874,5989,591,12061,14297,17809,14813,9254,18023,11356
14795,16004,18093,4160,12439,8486,7899,8262,16864,15757,7756,16255,8641,5457,1524,19757,4780,9486,13806,1958,10968
14796,9065,16880,9154,5976,12034,10909,13579,8933,15040,13203,12613,3312,13619,11732,10031,2036,12586,15742,17152,1618
14797,2496,8315,9241,2710,9664,15576,10650,19170,12996,6918,13016,15610,12439,14549,15104,10753,19766,5193,19913,2919
14798,16743,12585,15913,15775,9950,15061,14624,11416,374,5210,17024,10678,6149,16732,6911,11842,13264,3156,19283,14636
14799,11027,10348,12005,12332,2311,514,12871,345,19528,5449,14939,3015,1901,9239,4758,5449,17922,9214,11044,8925
14800,12278,4155,16950,19971,2327,12970,14089,2459,18041,18284,12782,15795,13986,17127,3333,10482,7389,8898,15751,15874
14801,5547,19403,6356,15245,2726,2760,7996,5775,4172,19541,1080,9824,15191,10145,10172,3875,619,9697,7417,10241
14802,6051,6992,1843,5672,9902,16583,12581,17811,2692,1453,14485,11817,8427,4175,528,1085,13615,13786,18618,5301
14803,11121,3707,174,7696,7413,12975,3848,11060,4751,3283,9627,1862,9407,5438,7523,15794,3377,7313,8883,16767
14804,15679,14575,12160,7533,19602,8768,7052,17900,1448,5320,1172,5294,12156,16561,14268,19813,3445,12855,3759,13856
14805,6444,6760,8528,8895,6147,5395,1375,19316,10709,5059,2693,9921,15881,17372,6155,193,17395,3295,6548,18201
14806,9488,8121,7850,1923,7950,2928,8635,8926,1730,5638,9182,18712,13960,2568,3479,13847,12219,19600,5112,17684
14807,8123,4083,9861,9202,5046,14149,2901,666,19911,14296,6948,7141,13382,8639,10171,3512,14284,18387,9965,16166
14808,14677,4922,14715,11353,13471,19529,16879,10353,5773,13315,8408,16962,17652,9197,5266,4003,8028,5486,9594,674
14809,2314,4690,7835,249,14325,15062,2755,16516,10657,6377,14076,11190,15537,1426,14658,12389,18157,13517,754,9567
14810,5920,18995,11486,9060,9106,18040,1638,4250,6188,14826,16298,5518,488,8090,1973,7997,10750,4869,3273,7334
14811,6919,19141,12817,15512,19904,13575,16472,13203,11999,7403,1185,15832,19593,285,17574,18687,9485,10768,8330,9703
14812,12342,17517,18174,1416,6117,19093,13358,6860,2668,15344,484,17188,6943,2900,3559,466,15791,3897,1169,3372
14813,1771,9809,19058,9477,7684,15227,12990,8850,4963,19800,17742,16880,14487,9916,16873,776,15628,1463,3629,19320
14814,16511,16156,8544,1341,5827,10654,17305,1409,2937,11056,19261,14330,8148,8059,6269,17338,2394,2203,12564,13858
14815,12560,12691,11640,19607,18907,294,11390,16968,3065,18467,15863,3770,19796,13887,702,7510,8282,2046,5959,15736
14816,1479,6693,16381,7339,993,1655,15451,13559,8579,9051,4150,7041,6337,870,19125,13877,1784,2092,16353,9487
14817,12405,19060,19491,13315,4057,12823,10783,14478,4360,15178,5520,15697,9669,13718,5488,11899,17730,15637,1892,13458
14818,15788,19721,8976,8405,18334,2243,12565,10981,8180,8292,8797,3241,11513,18415,8951,12830,15459,2550,9935,14692
14819,6314,15152,7898,14647,16897,3122,7814,12212,14407,3795,591,6448,7257,2323,1826,1849,11894,12771,12170,3754
14820,10712,18015,7441,4773,7997,6129,15884,11862,464,7533,13076,1680,4566,14089,6578,10827,10150,7859,3383,19588
14821,7223,8170,14627,13261,17327,7578,3450,7380,19905,13335,16472,19396,10081,9307,2717,2402,14844,12404,14959,18780
14822,857,2723,17348,15776,9883,8481,4084,9505,4438,12578,1322,4109,11913,9492,1037,18389,2182,2536,16333,429
14823,16269,5859,19304,9099,1251,16968,5683,13409,2871,8684,1694,145,12233,196,17378,11952,11311,16995,17586,4270
14824,2909,12320,12374,15529,8940,16209,7340,9312,13243,13334,3838,11786,933,16439,3706,17604,8993,8159,19556,18934
14825,18969,2765,5532,16393,1943,16727,15826,15008,13162,11273,1720,6414,7797,6845,4761,1594,8258,13098,12563,8606
14826,10733,737,11150,10159,2718,5232,5413,13341,18993,8957,18392,16589,9610,15571,3744,6001,12354,11455,14845,11201
14827,8007,1274,6626,9695,12779,12893,19137,12490,3533,14470,12365,9828,9641,15791,16309,203,14461,10648,2322,5871
14828,585,18973,13172,18727,11848,6329,12636,8857,6803,8750,254,12620,16587,14017,17763,5587,4189,9034,14768,327
14829,7534,6057,18943,1628,9455,4004,5125,11167,152,19051,2869,14170,683,10693,6873,17635,5139,446,18334,2421
14830,14264,14033,1135,11655,14274,6329,7195,9691,16496,17331,18899,8578,6616,764,11842,3600,7602,17089,678,11051
14831,18797,18277,10233,15168,14120,5140,5994,2509,5464,5251,19551,18059,17089,14191,14132,16095,11126,10303,898,16447
14832,8768,11355,10995,11826,17480,16816,18571,5131,2314,11666,2347,14539,6158,9759,102,5457,18516,10915,2406,8998
14833,9578,15738,1319,4964,1278,8292,16208,4892,13786,16372,5169,13189,4126,12161,6218,3372,16628,19089,8186,5724
14834,2121,14378,19937,10471,3888,7471,4151,8729,2214,1988,8217,1477,204,2265,17205,15188,9555,4775,13743,3679
14835,13607,6617,12822,9441,969,5601,1512,9387,4450,4251,7992,5452,11818,11974,9510,19342,18564,18499,2924,16396
14836,1484,1390,10521,1039,10281,4655,11026,7931,13536,19419,6314,2573,17235,13187,17384,14501,2719,6975,16055,9017
14837,4923,10623,5506,4469,8786,461,7592,9894,19536,6680,1198,18185,18826,15936,5989,7683,3623,19344,17523,2671
14838,9099,19720,19911,620,9496,12487,6239,9924,16508,13148,9128,9000,4995,6987,13946,10838,5856,17215,13732,12120
14839,17078,2043,3694,18095,1846,11474,19509,11866,3268,1064,4667,2007,4635,15370,10058,10575,19300,1886,13796,13677
14840,19044,7613,11677,18299,11978,8218,15424,11445,5708,15073,9889,16791,1396,12143,1634,4701,9237,3409,16792,18891
14841,10634,15342,18960,14285,12719,15281,8610,18857,14203,13993,10700,1385,3887,18213,2659,5372,12227,12029,16986,14657
14842,10781,12909,12098,15994,4270,17039,9667,11265,4774,7579,444,18765,6418,2632,278,2699,7662,2035,5607,19685
14843,7673,1235,5586,11770,5695,3917,2894,4069,3493,11257,569,7527,11111,11349,15249,14994,4165,3056,11225,1545
14844,7438,19785,18479,14454,9182,2251,10245,18173,14184,15623,1157,8571,4306,9567,14925,13436,14580,13329,16122,2581
14845,8677,2460,16922,18036,1850,17507,11085,2876,6179,7652,13260,12206,16618,20000,19468,4334,5026,14832,1357,16876
14846,9749,5498,14664,10938,8104,6771,1362,12254,338,5217,19940,9435,15447,11356,16298,4696,7946,11418,7352,16295
14847,17895,1232,17627,4108,4515,16720,1970,18641,8668,6443,7109,19366,5639,4519,15631,4985,11348,6146,9493,3155
14848,11856,7005,5856,13220,2738,16809,5949,19268,18384,2899,4715,12996,1782,7200,1130,9084,872,7708,12831,18153
14849,12618,15804,6295,7826,16571,9917,15516,4543,11174,19062,14160,18398,2839,17059,14622,18240,18518,439,11225,946
14850,8205,11505,2994,18637,15445,7306,13923,10385,4579,1317,12579,3492,7474,13969,6158,1420,6791,9996,16475,3072
14851,12389,1025,8133,7117,5462,5876,10027,13171,6816,15686,15983,4725,15005,8835,13055,800,7703,11910,15936,3182
14852,11809,6335,4988,15770,18608,3911,13131,19483,6022,137,5085,11266,3493,7572,10464,10834,3048,16065,11222,15727
14853,1386,18508,4057,17818,10137,12264,548,13560,6665,5859,9518,6348,11671,15697,18929,11043,7130,3761,12868,8699
14854,16218,16073,19611,1364,12363,7683,6499,2102,10554,12735,18641,8477,18281,6712,15399,876,11459,8913,14615,3563
14855,9269,4378,11746,15240,12665,12585,5832,15006,4073,13021,9672,18715,4007,8683,17856,356,11626,10541,11664,357
14856,14406,11748,9567,8864,13408,4865,5381,7677,7182,14059,14840,18132,2335,11168,7616,15306,16434,15279,896,12669
14857,4086,5545,12111,8763,5742,5554,1792,16694,8184,17938,12414,16400,9677,18969,8078,16568,3967,8703,9968,17026
14858,367,8647,7688,18652,666,17141,4986,6043,17260,6062,15690,10170,13285,10826,291,8298,12793,4959,15139,3731
14859,16194,7171,11564,11215,3485,18164,10479,14373,11409,17226,9951,11985,15999,6938,5227,13566,14344,17441,15177,2961
14860,4741,8114,1785,11930,7617,15311,14947,12261,10777,9221,11715,5268,476,10590,2917,11398,18750,1059,17651,4826
14861,9100,15140,17294,11721,15957,12834,1178,3657,721,17205,7155,11273,6660,7947,9269,16260,9245,9802,16641,1780
14862,11970,13584,2152,8762,9726,16338,5416,10698,14235,588,12127,13860,6047,467,4476,5551,3320,19575,7689,8122
14863,13091,19272,4731,4294,4974,11579,15155,12142,1441,4831,716,13441,12974,8767,4192,15841,4302,9343,17933,8300
14864,4856,13747,9190,19528,18760,6777,15345,6606,18376,12034,15572,15855,4395,10361,15793,12211,13616,4414,9743,3840
14865,12204,15020,11881,2020,2689,15167,9587,657,5279,14243,2540,4631,7686,3743,12493,12671,5510,4480,14729,12482
14866,14883,17550,19588,1554,18193,5713,7494,6756,5191,16944,10483,4437,9377,16625,184,17337,14830,9015,15679,19123
14867,19431,14178,5590,17244,10875,6065,2944,12621,3385,16836,1094,1569,16947,3728,600,2580,8810,17841,14599,16104
14868,17130,10429,1779,16936,12622,438,17980,18529,1635,10905,7364,2014,7818,11655,15190,13765,16455,1532,6602,4452
14869,16488,10173,2974,7925,12096,16592,1038,15844,6797,18429,8860,9597,19514,13352,12685,5406,11802,8815,17582,11364
14870,13554,3035,15599,18263,12853,7402,6162,7578,18818,19959,17625,6010,5471,2028,15092,2528,606,19261,5080,12575
14871,17758,7293,11951,13829,1556,13510,18724,15552,7367,1612,805,907,4960,15244,1077,1997,13113,8269,16667,124
14872,4464,16878,9159,19853,15189,17750,16617,2939,13299,1240,4936,19001,9854,6585,12416,17982,9320,2739,9333,11745
14873,3383,14065,3182,5636,516,2229,9339,11425,12555,15705,14790,2608,5564,4099,18004,16660,958,17100,4563,15898
14874,18882,11253,1395,13566,1825,10238,10065,10952,13119,13794,7007,12651,10909,14090,6189,18809,16833,2286,6950,1349
14875,11762,16601,4518,13279,7855,17412,2913,13306,11421,17635,11387,16005,12669,5590,8887,18563,3089,9347,12467,15415
14876,9764,7384,19597,7356,7643,3290,4731,4041,18588,5730,10910,18629,13884,114,3818,2436,14479,1310,11907,8335
14877,11901,3933,5298,10670,552,7200,16819,11539,12501,9118,9641,2084,18411,19573,820,15885,6410,898,9599,8591
14878,18224,3710,7481,8558,12086,6836,6021,6621,14756,10067,16889,6931,5544,1823,1929,7371,6009,6769,17781,18516
14879,16078,17346,14036,9362,7017,15483,8688,2225,13498,16998,11866,3045,1949,2683,1257,11179,1411,14079,12890,16197
14880,17743,17072,4082,18242,11357,10384,8873,18679,6934,4054,19613,9025,13218,14478,19095,16250,8824,10373,16597,18126
14881,10257,10816,14972,5887,2375,15881,8618,14206,16972,19963,19024,13437,7223,15215,8650,7081,13501,11703,872,8805
14882,7361,12773,3478,1590,10912,11581,579,18432,8173,1512,1624,3725,3518,15055,1408,9372,9209,3452,10381,9152
14883,3497,4723,6314,17842,7415,4631,14585,18105,11507,3984,1825,12507,6846,19703,7283,5343,14543,11154,3549,9534
14884,18286,3060,17154,18603,11670,3118,9136,9333,12642,3037,5929,8026,18627,2617,1049,14716,19179,12702,5697,17805
14885,16618,850,19850,16364,6004,1309,8583,4197,2499,7259,2217,16698,1975,13042,19872,19254,10407,13261,10045,12678
14886,2865,13755,8214,15550,15606,17090,19623,2227,18903,9694,1013,16880,13574,19670,12977,18393,3710,835,16597,19774
14887,14589,17790,14890,2631,16201,8001,10800,2861,15861,12134,14842,17284,8154,9953,16909,9227,13794,13189,8498,19467
14888,14392,393,19040,19501,12130,9189,7533,7155,1624,5091,3202,1216,12573,19616,11482,14814,16408,432,12183,288
14889,6937,19118,13188,19201,18670,8260,10189,17565,2927,19217,18479,4902,18368,13478,17683,1699,19085,17866,6216,19250
14890,16485,18515,11419,10080,5261,14389,5014,19680,19883,2920,8279,18278,15666,16550,5522,2592,14923,15167,17419,14297
14891,10422,6775,17548,16272,17648,11295,1600,19215,568,424,2056,2540,10118,18972,13731,16022,8424,9348,10522,9881
14892,480,3474,3855,14105,461,13910,10967,4786,3731,15228,17955,15638,19803,11547,11881,16947,10294,17968,280,12253
14893,2566,5664,3922,12309,227,7179,9555,8678,9471,19973,12201,8528,3396,1375,4167,14464,6106,4927,8519,12779
14894,12542,11104,8596,15808,12497,5884,4066,14780,1246,6454,1954,8530,17925,12800,9663,105,15321,7779,19175,14330
14895,10945,18612,9645,14169,16946,18910,11666,8226,2190,4345,17879,11807,1781,14990,4004,13607,3510,6270,18839,7345
14896,1788,8078,14250,7702,682,9224,15760,11488,17553,5197,8010,1009,12883,17585,2489,6500,7397,16472,19634,1154
14897,10380,9822,14650,983,1601,10288,17234,13864,13270,3506,15349,17825,8609,2881,11424,15874,3615,6767,2811,9821
14898,11477,13409,17320,17083,19872,17197,4822,13003,17431,12270,14126,10836,2783,1425,6905,9631,19971,8553,4739,12767
14899,10687,8092,3336,18819,16411,825,14698,3542,10620,8637,18342,6722,17056,2642,3653,10864,11071,15605,19295,2790
14900,19859,8887,6738,8504,19777,6527,11791,9319,564,11045,6037,17612,2296,1571,14244,8010,3459,8174,3695,13826
14901,7872,4986,3344,8723,11418,7016,17146,9828,14263,793,11159,4526,9871,12319,11475,3210,12203,14285,10977,2544
14902,3424,15805,15476,12188,18529,6675,9846,8996,7739,19387,1736,15334,2813,7248,16121,1502,13228,19411,2962,9115
14903,17126,6488,3164,3266,4304,1585,12034,4513,8057,13172,7349,13978,16970,4412,18642,5439,4092,19088,16586,11772
14904,12423,803,12419,520,13348,17424,11804,13939,4527,16609,12996,16228,15126,16735,1236,11562,19615,4163,19145,15899
14905,16115,1405,6389,8021,3353,19716,10591,13809,10114,2336,10075,6649,14286,6661,12110,17933,19443,18124,15640,5285
14906,1935,174,9978,8516,14618,11971,16040,2116,2606,12600,7841,8902,11146,16872,3703,9844,19065,2463,14465,9014
14907,1367,1830,6578,5420,1917,18996,17700,18648,8819,18621,15575,13943,3839,18335,6943,2844,18884,2414,19735,16804
14908,12447,15115,6068,19192,12609,15165,19302,5787,8107,13390,14854,12054,17960,8809,879,10969,10883,4448,8519,7508
14909,10566,14486,9422,1035,183,14945,5605,5344,10606,18911,937,3639,15583,16777,1274,12972,17873,9850,17734,364
14910,12209,5344,12343,704,6187,8967,16557,10699,1402,7945,19389,2820,17730,14866,11960,18992,16392,18763,3722,8082
14911,15859,6897,8598,419,1665,9098,15975,1089,18993,2350,17250,19178,17242,1476,15353,19958,17379,14276,836,12027
14912,15013,15453,1044,18708,12682,5096,1170,16460,19020,4662,15251,6596,537,19011,7678,4094,322,17210,17342,436
14913,900,19398,2378,2873,15137,6940,9190,10103,19860,5456,2330,1172,1582,18234,5733,8680,6811,4585,5409,11101
14914,688,864,8302,6820,18297,3916,11318,11772,1849,4805,17723,17055,6054,8350,4674,10422,18505,4902,15406,2218
14915,13230,17385,11964,6464,17252,6618,13360,18915,663,15080,8437,4301,854,5251,2883,5972,13002,8518,6877,10321
14916,2286,3084,5380,12130,10773,10105,1175,5477,15930,672,6767,9451,19371,6750,8107,6005,7900,8833,8741,19451
14917,1919,2689,8230,5150,2740,10513,1119,19043,15481,823,17524,2874,3972,17637,4249,15993,14329,10376,9236,12838
14918,10421,11026,909,8839,5614,8462,12184,11213,5610,10395,14484,5723,5647,6327,18359,16230,6560,17574,18994,12568
14919,14650,3501,17212,2427,19131,671,11594,19008,16931,11678,18257,3949,10255,4342,15658,17183,2033,9223,775,7538
14920,17777,8123,7724,14009,14524,6154,5586,864,16346,7991,15683,11714,10778,11045,3325,1982,14489,15910,12905,3343
